transcript_id	seqnames	strand	gene	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence	CAGE_TSS_ratio	putatives_to_keep
ORF35-Monocistronic-Short-novTX_762	NC_001491.2	-	ORF35	Tombacz_et_al	Monocistronic-Short	mRNA.TU.23-TSS.2484.1-0--3.08::-	66250	distance <= 25	0	***	9		65089-66250				0	0	0	2	2	4	6	7	3	24	6		
ORF35-S	NC_001491.2	-	ORF35	Torma_et_al	Monocistronic-Short	mRNA.TU.25-TSS.2526.1-0--0.52::-	67487	distance <= 25	3				65089-67484				0	0	0	0	0	0	5	1	7	13	3		
ORF35.5	NC_001491.2	-	ORF35.5	Torma_et_al	Putative mRNA	mRNA.TU.23-TSS.2485.1-0--0.03::-	66270	distance <= 25	7	***	9	129341.528625536	65089-66263				0	2	12	301	1461	4284	2501	3833	2465	14859	8		
ORF35.5-ORF34-CX-Canonic	NC_001491.2	-	ORF35.5	Torma_et_al	Multicistronic	mRNA.TU.23-TSS.2485.1-0--0.03::-	66270	distance <= 25	7	***	9	129341.528625536	64367-66263				0	0	0	3	29	93	30	34	35	224	6		
ORF35.5-ORF35-ORF36-ORF37-ORF38-CX-Canonic	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic	mRNA.TU.17-TSS.2240.1-0--0.13::+	64685	distance <= 25	1	***	9	64267.893626209	64686-71034				0	0	0	0	1	6	0	3	1	11	4		
ORF35.5-Putative mRNA-novTX_447	NC_001491.2	-	ORF35.5	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2464.1-0--0.14::-	66126	distance <= 25	3	***	6		65089-66123				0	0	0	2	3	5	8	8	4	30	6		
ORF35.5-Putative mRNA-novTX_697	NC_001491.2	-	ORF35.5	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2447.1-0--0.18::-	66025	distance <= 25	2	**	3		65089-66027				0	0	0	2	7	5	11	7	14	46	6		
ORF35.5-Putative mRNA-novTX_698	NC_001491.2	-	ORF35.5	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2467.1-0--0.54::-	66140	distance <= 25	0	***	6		65089-66140				0	0	0	2	4	0	5	3	11	25	5		
ORF35.5-Putative mRNA-novTX_755	NC_001491.2	-	ORF35.5	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2433.1-0--0.25::-	65942	distance <= 25	0	***	6		65089-65942				0	0	0	1	1	1	5	0	1	9	5		
ORF35.5-Putative mRNA-novTX_773	NC_001491.2	-	ORF35.5	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2344.1-0--0.91::-	65536	distance <= 25	1	**	4		65089-65535				0	0	0	0	2	4	8	2	6	22	5		
ORF36	NC_001491.2	-	ORF36	Torma_et_al	Monocistronic	mRNA.TU.25-TSS.2661.1-0--0.44::-	69040	distance <= 25	14	***	9	28888.189070445	67167-69054				0	1	8	43	185	447	117	178	172	1151	8		
ORF36-L1	NC_001491.2	-	ORF36	Torma_et_al	Monocistronic-Long	mRNA.TU.26-TSS.2669.1-0--9.84::-	69371	distance <= 25	8	***	6	4426.976824916	67167-69363				0	0	0	1	10	50	11	13	21	106	6		
ORF36-L2	NC_001491.2	-	ORF36	Torma_et_al	Monocistronic-Long	mRNA.TU.26-TSS.2680.1-0--4.92::-	69652	distance <= 100	78	*	2	677.153339251	67167-69574				0	0	1	0	2	4	0	1	2	10	5		
ORF36-ORF35-35.5-PC-Long	NC_001491.2	-	ORF36	Torma_et_al	Multicistronic-Long	mRNA.TU.26-TSS.2669.1-0--9.84::-	69371	distance <= 25	8	***	6	4426.976824916	65089-69363				0	0	0	0	5	23	4	12	8	52	5		
ORF36-ORF35-ORF35.5-PC-Canonic	NC_001491.2	-	ORF36	Torma_et_al	Multicistronic	mRNA.TU.25-TSS.2661.1-0--0.44::-	69040	distance <= 25	14	***	9	28888.189070445	65089-69054				0	0	0	1	15	85	10	73	54	238	6		
ORF36-ORF35-ORF35.5-PC-Long	NC_001491.2	-	ORF36	Torma_et_al	Multicistronic-Long	mRNA.TU.26-TSS.2666.1-0--4.92::-	69327	distance <= 100	83	**	3	1096.891400917	65089-69244				0	0	0	0	0	6	0	2	3	11	3		
ORF36-ORF35-ORF35.5-PC-Short	NC_001491.2	-	ORF36	Torma_et_al	Multicistronic-Short	mRNA.TU.25-TSS.2659.1-0--0.22::-	69036	distance <= 50	45				65089-68991				0	0	0	0	0	3	0	4	4	11	3		
ORF36-ORF37-ORF38-CX-Canonic	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic	mRNA.TU.18-TSS.2296.1-0--100.0::+	66306	distance <= 25	9	**	3	1030.020114857	66315-71034				0	0	0	1	6	9	0	2	2	20	5		
ORF36-ORF37-ORF38-CX-Short	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic-Short			NA					66600-71034				0	0	0	0	0	1	0	6	5	12	3		
ORF36-ORF37-ORF38-CX-Short-2	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic-Short			NA					66701-71034				0	0	0	0	0	4	2	4	4	14	4		
ORF36-Putative mRNA-novTX_453	NC_001491.2	-	ORF36	Tombacz_et_al	Putative mRNA	mRNA.TU.25-TSS.2642.1-0--0.22::-	68515	distance <= 50	44	**	4		67167-68471				0	0	0	0	0	1	0	1	5	7	3	0.0546610169491525	
ORF36-Putative mRNA-novTX_721	NC_001491.2	-	ORF36	Tombacz_et_al	Putative mRNA	mRNA.TU.25-TSS.2589.1-0--0.89::-	67893	distance <= 25	0	**	3		67167-67893				0	0	0	0	0	0	1	0	2	3	2	0.0546610169491525	
ORF37	NC_001491.2	-	ORF37	Torma_et_al	Monocistronic	mRNA.TU.26-TSS.2694.1-0--9.84::-	70098	distance <= 25	15	***	9	19588.798271905	69068-70113				0	2	6	40	58	49	16	12	23	206	8		
ORF37-Monocistronic-Short-novTX_460	NC_001491.2	-	ORF37	Tombacz_et_al	Monocistronic-Short	mRNA.TU.26-TSS.2694.1-0--9.84::-	70098	distance <= 25	4	***	9		69068-70102				0	0	0	1	0	0	0	0	1	2	2		
ORF37-Multicistronic-Short-novTX_459	NC_001491.2	-	ORF37	Tombacz_et_al	Multicistronic-Short	mRNA.TU.26-TSS.2694.1-0--9.84::-	70098	distance <= 25	4	***	9		67167-70102				0	0	0	0	0	2	0	1	0	3	2		
ORF37-ORF36-ORF35-ORF35.5-PC-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic	mRNA.TU.26-TSS.2694.1-0--9.84::-	70098	distance <= 25	15	***	9	19588.798271905	65089-70113				0	0	0	0	6	24	1	3	10	44	5		
ORF37-ORF36-PC-canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic	mRNA.TU.26-TSS.2694.1-0--9.84::-	70098	distance <= 25	15	***	9	19588.798271905	67167-70113				0	1	2	5	23	58	10	20	20	139	8		
ORF37-ORF38-CX-Canonic	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic			NA		***	6	1552.07836209	69019-71034				0	0	0	0	6	21	9	22	25	83	5		
ORF37-ORF38-CX-Long	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic-Long			NA					68916-71034				0	0	0	0	0	16	1	5	7	29	4		
ORF37-ORF38-CX-Long-1	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic-Long			NA					67656-71034				0	0	0	0	5	12	1	5	6	29	5		
ORF37-ORF38-CX-Long-2	NC_001491.2	+	ORF38	Torma_et_al	Multicistronic-Long	mRNA.TU.19-TSS.2303.1-0--0.12::+	68387	distance <= 25	14				68373-71034				0	0	0	1	1	18	8	27	16	71	6		
ORF38	NC_001491.2	+	ORF38	Torma_et_al	Monocistronic	mRNA.TU.19-TSS.2325.1-0--0.29::+	69775	distance <= 25	7	***	9	47409.336119868	69782-71034				0	16	34	65	266	375	64	35	45	900	8		
ORF38-Monocistronic-Short-novTX_94	NC_001491.2	+	ORF38	Tombacz_et_al	Monocistronic-Short	mRNA.TU.19-TSS.2327.1-0--0.65::+	69797	distance <= 25	10	***	9		69807-71034				0	0	0	1	0	0	2	0	2	5	3		
ORF38-ORF37-CX-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic			NA		**	3	811.6094222	69068-73174				0	0	0	0	1	2	0	2	0	5	3		
ORF38-ORF37-CX-Short	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic-Short			NA					69068-71118				0	0	0	0	1	4	2	0	3	10	4		
ORF38-ORF37-ORF36-CX-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic			NA					67167-71118				0	0	0	0	0	3	0	1	0	4	2		
ORF38-ORF37-ORF36-CX-Long	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic-Long			NA		**	3	811.6094222	67167-73174				0	0	0	0	2	7	0	0	0	9	2		
ORF38-Putative mRNA-novTX_96	NC_001491.2	+	ORF38	Tombacz_et_al	Putative mRNA	mRNA.TU.19-TSS.2375.1-0--0.65::+	70247	distance <= 25	2	***	3		70249-71034				0	0	0	0	1	1	1	0	1	4	4	0.0113432453217124	
ORF39	NC_001491.2	+	ORF39	Torma_et_al	Monocistronic			NA		***	9	28089.55076049	71119-73833				0	0	0	3	82	286	21	59	44	495	6		
ORF39-L1	NC_001491.2	+	ORF39	Torma_et_al	Monocistronic-Long	mRNA.TU.19-TSS.2461.1-0--1.35::+	70674	distance <= 25	2	***	5	1987.459501051	70672-73833				0	0	0	0	0	3	0	1	1	5	3		
ORF39-L2	NC_001491.2	+	ORF39	Torma_et_al	Monocistronic-Long	mRNA.TU.19-TSS.2483.1-0--0.12::+	70825	distance <= 100	78				70903-73833				0	0	0	0	0	4	4	0	1	9	3		
ORF39-ORF38-ORF37-CX-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic	mRNA.TU.28-TSS.2732.1-0--29.17::-	74177	distance <= 25	6	***	9	196155.685728494	69068-74183				0	0	0	0	0	6	0	5	4	15	3		
ORF39-ORF38-ORF37-ORF36-CX-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic	mRNA.TU.28-TSS.2732.1-0--29.17::-	74177	distance <= 25	6	***	9	196155.685728494	67167-74183				0	0	0	0	1	3	0	0	6	10	3		
ORF39-ORF38-ORF37-ORF36-ORF35-ORF35.5-PC-Canonic	NC_001491.2	-	ORF37	Torma_et_al	Multicistronic	mRNA.TU.28-TSS.2732.1-0--29.17::-	74177	distance <= 25	6	***	9	196155.685728494	65089-74183				0	0	0	0	1	3	0	2	0	6	3		
ORF39.5	NC_001491.2	+	ORF39	Torma_et_al	Putative mRNA	mRNA.TU.21-TSS.2597.1-0--0.77::+	73398	distance <= 25	5				73393-73833				0	0	0	4	4	18	11	3	15	55	6		
ORF4	NC_001491.2	-	ORF4	Torma_et_al	Monocistronic	mRNA.TU.2-TSS.177.1-0--11.96::-	4300	distance <= 25	12	***	9	42354.110062524	3635-4312				0	14	27	95	110	145	17	18	23	449	8		
ORF4-ORF3-ORF2-CX-Long-2	NC_001491.2	-	ORF4	Torma_et_al	Multicistronic-Long	mRNA.TU.2-TSS.181.1-0--0.69::-	4344	distance <= 25	6	***	8	5607.352135025	1918-4338				0	0	0	0	1	0	1	1	1	4	4		
ORF4-ORF3-ORF2-CX-Long-3	NC_001491.2	-	ORF4	Torma_et_al	Multicistronic-Long	mRNA.TU.2-TSS.185.1-0--0.59::-	4372	distance <= 25	7	***	5	2014.171297978	1918-4379				0	0	0	0	1	3	1	5	1	11	5		
ORF4-ORF3-ORF2-CX-Long-4	NC_001491.2	-	ORF4	Torma_et_al	Multicistronic-Long	mRNA.TU.3-TSS.437.1-0--1.66::-	5937	distance <= 25	15	***	9	69186.87112231	1918-5952				0	0	0	0	1	4	0	3	0	8	3		
ORF4-ORF3-ORF2-Canonic	NC_001491.2	-	ORF4	Torma_et_al	Multicistronic	mRNA.TU.2-TSS.177.1-0--11.96::-	4300	distance <= 25	12	***	9	42354.110062524	1918-4312				0	0	0	0	3	3	0	4	1	11	4		
ORF4-ORF5-ORF6-ORF7-ORF8-CX	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic	mRNA.TU.2-TSS.146.1-0--0.84::+	3287	distance <= 25	9	***	7	3123.211837139	3296-11072				0	0	0	0	0	1	0	0	0	1	1		
ORF40	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic	mRNA.TU.29-TSS.2839.1-0--1.81::-	76369	distance <= 25	8				74614-76361				0	0	2	43	165	397	105	120	124	956	7		
ORF40-AT	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT	mRNA.TU.29-TSS.2830.1-0--1.08::-	76260	distance <= 25	12				73834-76272				0	0	0	0	3	16	5	9	8	41	5		
ORF40-AT2	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT	mRNA.TU.29-TSS.2839.1-0--1.81::-	76369	distance <= 25	8				73834-76361				0	0	0	1	30	211	45	120	78	485	6		
ORF40-AT3	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT	mRNA.TU.29-TSS.2839.1-0--1.81::-	76369	distance <= 100	89				73834-76458				0	0	0	0	1	16	1	8	5	31	5		
ORF40-AT4	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT			NA					73834-76917				0	0	0	0	0	3	2	3	6	14	4		
ORF40-AT5	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT			NA					73834-77028				0	0	0	0	2	27	15	24	31	99	5		
ORF40-AT6	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT			NA		***	5	2280.852348945	73834-77251				0	0	0	0	3	9	0	2	3	17	4		
ORF40-AT7	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-AT			NA					73834-77340				0	0	0	0	0	1	1	3	5	10	4		
ORF40-L1	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-Long			NA					74614-77028				0	0	0	0	5	18	13	27	29	92	5		
ORF40-L2	NC_001491.2	-	ORF40	Torma_et_al	Monocistronic-Long			NA		***	5	2280.852348945	74614-77251				0	0	0	0	3	10	5	2	2	22	5		
ORF40-ORF41-ORF42-CX	NC_001491.2	+	ORF40	Torma_et_al	Multicistronic			NA					74435-81892				0	0	0	0	0	0	0	1	0	1	1		
ORF40-ORF41-ORF42-CX-ORF43-ORF44	NC_001491.2	-		Torma_et_al	Multicistronic			NA		*	1	111.819300011	73890-85925																
ORF40-Putative mRNA-novTX_504	NC_001491.2	-	ORF40	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.2770.1-0--1.08::-	75148	distance <= 25	25	**	3		74614-75173				0	0	0	0	0	1	1	0	0	2	2	0.0296296296296296	
ORF41-ORF42-ORF43-PC-Canonic	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic			NA		***	8	8719.130416886	76722-83096				0	0	0	0	2	6	0	16	6	30	4		
ORF41-ORF42-ORF43-PC-Long	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic-Long			NA					76515-83096				0	0	0	0	0	9	0	3	3	15	3		
ORF41-ORF42-ORF43-PC-Long-2	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic-Long			NA					76649-83096				0	0	0	0	1	1	0	2	2	6	4		
ORF41-ORF42-PC-Canonic	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic			NA					76515-81894				0	0	1	1	10	21	2	3	5	43	7		
ORF41-ORF42-PC-Short	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic-Short			NA					76649-81894				0	0	0	0	3	9	2	7	1	22	5		
ORF41-ORF42-PC-Short-2	NC_001491.2	+	ORF41	Torma_et_al	Multicistronic-Short			NA		***	8	8719.130416886	76722-81894				0	0	0	0	2	21	3	23	9	58	5		
ORF42	NC_001491.2	+	ORF42	Torma_et_al	Monocistronic			NA		***	9	157052.196791096	77591-81894				0	10	10	52	1234	3096	320	1198	701	6621	8		
ORF42-L1	NC_001491.2	+	ORF42	Torma_et_al	Monocistronic-Long			NA					77081-81894				0	0	0	0	1	2	1	3	1	8	5		
ORF42-L2	NC_001491.2	+	ORF42	Torma_et_al	Monocistronic-Long			NA		***	9	47023.292115728	77362-81894				0	5	1	5	99	181	25	103	52	471	8		
ORF42-Monocistronic-Long-novTX_104	NC_001491.2	+	ORF42	Tombacz_et_al	Monocistronic-Long			NA		***	9		77645-81894				0	0	0	0	1	2	1	0	0	4	3		
ORF42-Monocistronic-Long-novTX_252	NC_001491.2	+	ORF42	Tombacz_et_al	Monocistronic-Long			NA		***	9		77665-81894				0	0	0	0	0	1	0	0	1	2	2		
ORF42-Monocistronic-Long-novTX_325	NC_001491.2	+	ORF42	Tombacz_et_al	Monocistronic-Long			NA		***	9		77615-81894				0	0	0	0	1	1	0	0	0	2	2		
ORF42-Multicistronic-Long-novTX_102	NC_001491.2	+	ORF42	Tombacz_et_al	Multicistronic-Long			NA		***	9		77615-83096				0	0	0	0	0	0	0	3	0	3	1		
ORF42-ORF43-ORF45-ORF46-PC-Canonic	NC_001491.2	+	ORF42	Torma_et_al	Multicistronic			NA		***	9	157052.196791096	77591-87824				0	0	0	0	0	6	0	2	0	8	2		
ORF42-ORF43-PC-Canonic	NC_001491.2	+	ORF42	Torma_et_al	Multicistronic			NA		***	9	157052.196791096	77591-83096				0	2	0	2	142	601	59	456	241	1503	7		
ORF42-ORF43-PC-Long	NC_001491.2	+	ORF42	Torma_et_al	Multicistronic-Long			NA		***	5	2081.460815577	77505-83096				0	0	0	0	2	12	7	66	67	154	5		
ORF42-ORF43-PC-Long-1	NC_001491.2	+	ORF42	Torma_et_al	Multicistronic-Long			NA					77081-83096				0	0	0	0	0	2	0	7	0	9	2		
ORF42-ORF43-PC-Long-2	NC_001491.2	+	ORF42	Torma_et_al	Multicistronic-Long			NA		***	9	47023.292115728	77362-83096				0	1	1	0	4	30	5	33	21	95	7		
ORF42-Putative mRNA-novTX_107	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA			NA		**	3		78089-81894				0	0	0	0	0	2	0	1	0	3	2	0.00848190151007052	
ORF42-Putative mRNA-novTX_131	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2643.1-0--0.02::+	79158	distance <= 100	82	**	4		79076-81894				0	0	0	1	4	5	3	1	4	18	6	0.00848190151007052	
ORF42-Putative mRNA-novTX_139	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2657.1-0--0.02::+	79662	distance <= 50	26	***	6		79636-81894				0	0	0	0	0	3	2	1	3	9	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_144	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2659.1-0--0.02::+	79679	distance <= 100	69	***	8		79748-81894				0	0	1	1	0	5	1	1	1	10	6	0.00848190151007052	
ORF42-Putative mRNA-novTX_146	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2675.1-0--0.04::+	79983	distance <= 50	26	***	6		79957-81894				0	0	0	2	0	0	3	2	3	10	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_147	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2675.1-0--0.04::+	79983	distance <= 25	11	***	6		79972-81894				0	0	0	3	1	3	1	1	1	10	6	0.00848190151007052	
ORF42-Putative mRNA-novTX_150	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2699.1-0--0.03::+	80187	distance <= 25	11	**	4		80198-81894				0	0	0	1	0	3	1	0	0	5	3	0.00848190151007052	
ORF42-Putative mRNA-novTX_153	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.22-TSS.2728.1-0--50.0::+	80355	distance <= 25	1	**	4		80354-81894				0	0	0	1	1	2	4	0	1	9	5	0.00848190151007052	
ORF42-Putative mRNA-novTX_155	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2779.1-0--0.28::+	80618	distance <= 25	3	***	3		80615-81894				0	0	0	1	4	1	2	0	0	8	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_255	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA			NA		***	8		78779-81894				0	0	0	0	0	2	0	0	1	3	2	0.00848190151007052	
ORF42-Putative mRNA-novTX_257	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA			NA		**	5		78932-81894				0	0	0	0	0	2	0	0	0	2	1	0.00848190151007052	
ORF42-Putative mRNA-novTX_259	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2657.1-0--0.02::+	79662	distance <= 100	53	***	6		79609-81894				0	0	1	0	1	1	2	1	1	7	6	0.00848190151007052	
ORF42-Putative mRNA-novTX_260	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2665.1-0--0.02::+	79857	distance <= 50	49	**	3		79808-81894				0	0	0	0	2	1	0	2	1	6	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_303	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2938.1-0--0.24::+	81302	distance <= 25	2	***	8		81304-81894				0	0	0	1	1	3	0	1	0	6	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_311	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2938.1-0--0.24::+	81302	distance <= 25	2	***	8		81304-81892				0	0	0	0	0	0	0	0	1	1	1	0.00848190151007052	
ORF42-Putative mRNA-novTX_314	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2797.1-0--0.3::+	80708	distance <= 25	1	**	5		80709-81894				0	0	0	0	1	2	3	0	1	7	4	0.00848190151007052	
ORF42-Putative mRNA-novTX_315	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2942.1-0--0.8::+	81330	distance <= 25	2	***	8		81328-81894				0	0	0	0	0	0	2	0	0	2	1	0.00848190151007052	
ORF42-Putative mRNA-novTX_326	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2882.1-0--0.08::+	81077	distance <= 25	0	**	4		81077-81894				0	0	0	0	0	1	0	0	1	2	2	0.00848190151007052	
ORF42-Putative mRNA-novTX_327	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2973.1-0--0.83::+	81503	distance <= 25	4	**	3		81499-81892				0	0	0	0	0	0	1	0	0	1	1	0.00848190151007052	
ORF42-Putative mRNA-novTX_336	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2856.1-0--0.53::+	80964	distance <= 25	0	***	6		80964-81894				0	0	0	1	0	1	1	0	0	3	3	0.00848190151007052	
ORF42-Putative mRNA-novTX_338	NC_001491.2	+	ORF42	Tombacz_et_al	Putative mRNA	mRNA.TU.23-TSS.2973.1-0--0.83::+	81503	distance <= 25	4	**	3		81499-81894				0	0	0	2	0	1	3	0	2	8	4	0.00848190151007052	
ORF43	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic	mRNA.TU.24-TSS.3039.1-0--0.06::+	81901	distance <= 25	4	***	9	169952.732015682	81905-83096				0	3	11	109	692	2458	910	1383	1494	7060	8		
ORF43-L1	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long			NA					78636-83096				0	0	0	0	1	2	2	3	0	8	4		
ORF43-L2	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2643.1-0--0.02::+	79158	distance <= 25	3	***	7	2180.507617109	79161-83096				0	0	0	0	0	0	0	4	3	7	2		
ORF43-L3	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2657.1-0--0.02::+	79662	distance <= 25	4	***	6	1503.278027009	79666-83096				0	0	0	0	1	11	2	5	6	25	5		
ORF43-L4	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2673.1-0--0.02::+	79930	distance <= 25	16	***	6	3838.637537626	79946-83096				0	0	0	0	1	7	4	6	9	27	5		
ORF43-L5	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2706.1-0--0.09::+	80247	distance <= 25	1				80246-83096				0	0	0	0	1	19	4	9	8	41	5		
ORF43-L6	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2819.1-0--0.23::+	80795	distance <= 25	1				80796-83096				0	0	0	0	3	5	4	4	8	24	5		
ORF43-L7	NC_001491.2	+	ORF43	Torma_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2865.1-0--0.07::+	81005	distance <= 25	3	***	5	1651.342287112	81008-83096				0	0	0	0	2	3	5	6	3	19	5		
ORF43-Monocistronic-Long-novTX_160	NC_001491.2	+	ORF43	Tombacz_et_al	Monocistronic-Long	mRNA.TU.24-TSS.3038.1-0--0.08::+	81884	distance <= 25	8	***	9		81892-83096				0	0	0	0	0	1	0	0	0	1	1		
ORF43-Monocistronic-Long-novTX_348	NC_001491.2	+	ORF43	Tombacz_et_al	Monocistronic-Long	mRNA.TU.23-TSS.2675.1-0--0.04::+	79983	distance <= 25	11	***	6		79972-83096				0	0	0	0	0	0	0	0	1	1	1		
ORF43-Monocistronic-Short-novTX_161	NC_001491.2	+	ORF43	Tombacz_et_al	Monocistronic-Short	mRNA.TU.24-TSS.3041.1-0--1.19::+	81914	distance <= 25	5	***	9		81919-83096				0	0	0	1	1	0	2	1	2	7	5		
ORF43-ORF45-ORF46-PC-Canonic	NC_001491.2	+	ORF43	Torma_et_al	Multicistronic	mRNA.TU.24-TSS.3039.1-0--0.06::+	81901	distance <= 25	4	***	9	169952.732015682	81905-87824				0	0	0	0	3	10	2	9	6	30	5		
ORF44	NC_001491.2	-	ORF44	Torma_et_al	Monocistronic			NA					83090-89226				0	0	0	0	3	4	0	4	0	11	3		
ORF44-ORF46-ORF47-ORF48-ORF49-ORF50-PC-Canonic-ORF51	NC_001491.2	-	ORF44	Torma_et_al	Multicistronic	mRNA.TU.31-TSS.3257.1-0--0.09::-	94548	distance <= 25	3	***	9	117024.764956876	83094-94551				0	0	0	0	0	0	0	1	0	1	1		
ORF44-S	NC_001491.2	-	ORF44	Torma_et_al	Monocistronic-Short	mRNA.TU.30-TSS.2953.2-0--0.44::-	88979	distance <= 25	9				83090-88988				0	0	0	0	1	0	0	0	1	2	2		
ORF44.5	NC_001491.2	-	ORF44	Torma_et_al	Putative mRNA	mRNA.TU.30-TSS.2863.1-0--0.59::-	83507	distance <= 25	3				83090-83510				0	0	0	6	0	5	23	6	8	48	5		
ORF44.6	NC_001491.2	-	ORF44	Torma_et_al	Putative mRNA	mRNA.TU.30-TSS.2918.1-0--1.78::-	83966	distance <= 25	5				83090-83961				0	0	1	3	6	51	53	41	45	200	7	1.16666666666667	
ORF44.7	NC_001491.2	-	ORF44	Torma_et_al	Putative mRNA	mRNA.TU.30-TSS.2947.1-0--0.59::-	84672	distance <= 25	15	***	7	3175.032342251	83090-84687				0	0	0	1	3	7	10	13	15	49	6	1.16666666666667	
ORF45-ORF46-ORF48-ORF49-ORF50-ORF51-PC-Canonic	NC_001491.2	+	ORF45	Torma_et_al	Multicistronic			NA		***	9	9882.10484979	84369-93028				0	0	0	0	1	1	0	1	1	4	4		
ORF45-ORF46-PC-Canonic	NC_001491.2	+	ORF45	Torma_et_al	Multicistronic			NA		***	9	9882.10484979	84369-87824				0	0	0	3	53	201	18	48	28	351	6		
