seqnames	strand	transcript_id	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	gene	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence
NC_001491.2	+	ORF67-Monocistronic-Short-novTX_3	Tombacz_et_al	Monocistronic-Short	mRNA.TU.29-TSS.192.1-0--3.83	137919	distance <= 25	8	***	9		137911-138877				ORF67	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF67-Monocistronic-Short-novTX_321	Tombacz_et_al	Monocistronic-Short	mRNA.TU.29-TSS.190.1-0--43.52	137837	distance <= 50	27	***	9		137864-138877				ORF67	0	0	0	1	0	1	0	0	1	3	3
NC_001491.2	+	ORF67-Monocistronic-Short-novTX_323	Tombacz_et_al	Monocistronic-Short	mRNA.TU.29-TSS.192.1-0--3.83	137919	distance <= 25	6	***	9		137925-138877				ORF67	0	0	0	2	1	0	0	0	0	3	2
NC_001491.2	+	ORF67-ORF68-ORF69-ORF70-ORF71	Torma_et_al				NA					124305-131598															
NC_001491.2	+	ORF67-Putative mRNA-novTX_243	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.204.1-0--3.74	138491	distance <= 25	9	***	7		138482-138877				ORF67	0	0	0	0	3	1	1	0	4	9	4
NC_001491.2	+	ORF67-Putative mRNA-novTX_277	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.196.1-0--3.55	138122	distance <= 25	24	**	5		138098-138877				ORF67	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	+	ORF67-Putative mRNA-novTX_278	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.202.1-0--2.13	138431	distance <= 25	13	**	4		138418-138877				ORF67	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF67-Putative mRNA-novTX_279	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.206.1-0--1.99	138565	distance <= 25	1	**	5		138566-138877				ORF67	0	0	0	2	0	0	0	0	0	2	1
NC_001491.2	+	ORF67-Putative mRNA-novTX_307	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.199.1-0--1.66	138292	distance <= 25	2	***	7		138290-138877				ORF67	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	+	ORF67-Putative mRNA-novTX_317	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.198.1-0--2.13	138257	distance <= 25	3	***	7		138254-138877				ORF67	0	0	0	0	1	2	1	0	1	5	4
NC_001491.2	+	ORF67-Putative mRNA-novTX_335	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.205.1-0--2.37	138529	distance <= 25	0	**	5		138529-138877				ORF67	0	0	0	1	1	3	1	0	1	7	5
NC_001491.2	+	ORF67-Putative mRNA-novTX_351	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.199.1-0--1.66	138292	distance <= 25	16	***	7		138308-138877				ORF67	0	0	0	1	0	0	0	1	0	2	2
NC_001491.2	+	ORF67-Putative mRNA-novTX_6	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.197.1-0--3.03	138202	distance <= 50	27	***	7		138175-138877				ORF67	0	0	0	1	1	2	0	0	0	4	3
NC_001491.2	+	ORF67-Putative mRNA-novTX_7	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.197.1-0--3.03	138202	distance <= 25	14	***	7		138216-138877															
NC_001491.2	+	ORF67-Putative mRNA-novTX_8	Tombacz_et_al	Putative mRNA	mRNA.TU.29-TSS.201.1-0--3.88	138373	distance <= 25	1	**	4		138374-138877															
NC_001491.2	+	ORF67.1	Torma_et_al	Putative mRNA	mRNA.TU.29-TSS.190.1-0--43.52	137837	distance <= 25	12	***	9	598827.546323734	137825-138877				ORF67	3	480	211	475	2315	2871	370	257	974	7956	9
NC_001491.2	+	ORF69	Torma_et_al				NA		***	9	107934.137304618	126338-127862				ORF69	0	0	0	6	3	5	0	1	0	15	4
NC_001491.2	+	ORF69-ORF70-ORF71-PC-Canonic	Torma_et_al				NA		***	9	107934.137304618	126338-131601				ORF69	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	+	ORF69-ORF70-PC-Canonic	Torma_et_al				NA		***	9	107934.137304618	126338-128944				ORF69	1	214	200	140	274	284	19	26	30	1188	9
NC_001491.2	+	ORF7-ORF8-CX-Canonic	Torma_et_al				NA					6466-11067				ORF8	0	0	0	1	3	41	2	10	6	63	6
NC_001491.2	+	ORF7-ORF8-CX-Long	Torma_et_al				NA					6149-11067				ORF8	0	0	0	0	0	2	0	8	3	13	3
NC_001491.2	+	ORF70	Torma_et_al		mRNA.TU.25-TSS.158.1-0--26.39	127647	distance <= 25	13	***	9	152043.7160722	127634-128944				ORF70	3	32	7	30	332	1335	189	139	169	2236	9
NC_001491.2	+	ORF70-L1	Torma_et_al				NA		***	5	1778.254570198	126413-128944				ORF70	0	0	3	4	4	28	15	13	23	90	7
NC_001491.2	+	ORF70-L2	Torma_et_al				NA		**	4	902.101541511	126875-128944				ORF70	0	0	0	1	8	9	0	2	2	22	5
NC_001491.2	+	ORF70-Monocistronic-Short-novTX_214	Tombacz_et_al	Monocistronic-Short	mRNA.TU.25-TSS.158.1-0--26.39	127647	distance <= 25	8	***	9		127655-128944				ORF70	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF70-ORF71-ORF72-ORF73-PC-Canonic	Torma_et_al		mRNA.TU.25-TSS.158.1-0--26.39	127647	distance <= 25	13	***	9	152043.7160722	127634-134249				ORF70	0	0	0	0	1	4	0	0	0	5	2
NC_001491.2	+	ORF70-Putative mRNA-novTX_216	Tombacz_et_al	Putative mRNA	mRNA.TU.25-TSS.159.1-0--4.63	127963	distance <= 50	37	***	3		127926-128944				ORF70	0	0	0	0	1	1	0	0	1	3	3
NC_001491.2	+	ORF71	Torma_et_al				NA		***	8	6139.972751222	129051-131601				ORF71	0	0	0	0	2	150	99	263	173	687	5
NC_001491.2	+	ORF71-Non-coding-novTX_219	Tombacz_et_al	Non-coding			NA		**	4		130283-131598				ORF71	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF71-ORF72-ORF73-PC-Canonic	Torma_et_al				NA		***	8	6139.972751222	129051-134249				ORF71	0	0	0	0	1	33	4	56	59	153	5
NC_001491.2	+	ORF71.5	Torma_et_al	Putative mRNA			NA					131126-131601				ORF71	0	0	1	4	2	6	59	10	6	88	7
NC_001491.2	+	ORF72-ORF73-ORF74-ORF75-PC-Canonic	Torma_et_al				NA		**	4	965.644234754	130634-136464				ORF72	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF72-ORF73-PC-Canonic	Torma_et_al		mRNA.TU.27-TSS.172.1-0--3.64	131527	distance <= 25	12	***	9	9664.660538414	131515-134249				ORF72	0	0	0	1	21	381	157	400	406	1366	6
NC_001491.2	+	ORF72-ORF73-PC-Long	Torma_et_al				NA					130201-134249				ORF72	0	0	0	0	0	1	2	0	2	5	3
NC_001491.2	+	ORF72-ORF73-PC-Long-1	Torma_et_al				NA					129474-134249				ORF72	0	0	0	0	0	2	0	2	4	8	3
NC_001491.2	+	ORF72-ORF73-PC-Long-2	Torma_et_al				NA		***	7	6989.263544277	130020-134249				ORF72	0	1	0	0	6	13	2	2	0	24	5
NC_001491.2	+	ORF72-ORF73-PC-Long-3	Torma_et_al		mRNA.TU.26-TSS.169.1-0--21.74	130782	distance <= 100	71				130853-134249				ORF72	0	0	0	0	0	1	2	1	2	6	4
NC_001491.2	+	ORF72-ORF73-PC-Long-4	Torma_et_al				NA					131126-134249				ORF72	0	0	0	0	1	2	5	0	0	8	3
NC_001491.2	+	ORF72-ORF73-PC-Long-5	Torma_et_al				NA					131035-134249				ORF72	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	+	ORF73	Torma_et_al				NA		***	8	8359.466436741	132857-134249				ORF73	0	1	1	36	162	447	106	108	155	1016	8
NC_001491.2	+	ORF73-L1	Torma_et_al				NA					132176-134249				ORF73	0	0	0	0	0	5	8	5	7	25	4
NC_001491.2	+	ORF73-Monocistronic-Short-novTX_223	Tombacz_et_al	Monocistronic-Short			NA		***	8		132880-134249				ORF73	0	0	0	0	1	3	1	0	0	5	3
NC_001491.2	+	ORF73-Putative mRNA-novTX_224	Tombacz_et_al	Putative mRNA			NA		**	4		132988-134249															
NC_001491.2	+	ORF73-Putative mRNA-novTX_225	Tombacz_et_al	Putative mRNA			NA		**	4		133013-134249				ORF73	0	0	0	0	0	0	1	1	1	3	3
NC_001491.2	+	ORF73-Putative mRNA-novTX_226	Tombacz_et_al	Putative mRNA	mRNA.TU.27-TSS.174.1-0--5.45	133378	distance <= 100	56	**	4		133322-134249				ORF73	0	0	0	0	0	1	3	0	0	4	2
NC_001491.2	+	ORF73-Putative mRNA-novTX_227	Tombacz_et_al	Putative mRNA	mRNA.TU.27-TSS.174.1-0--5.45	133378	distance <= 50	43	**	4		133335-134249				ORF73	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	+	ORF73-Putative mRNA-novTX_229	Tombacz_et_al	Putative mRNA	mRNA.TU.27-TSS.178.1-0--9.09	133692	distance <= 25	6	**	4		133698-134249				ORF73	0	0	0	0	1	0	1	0	1	3	3
NC_001491.2	+	ORF73-Putative mRNA-novTX_316	Tombacz_et_al	Putative mRNA	mRNA.TU.27-TSS.181.1-0--17.58	133827	distance <= 25	12	**	3		133839-134249				ORF73	0	0	0	0	1	1	2	1	0	5	4
NC_001491.2	+	ORF74-ORF75-ORF76-ORF67-PC-Canonic	Torma_et_al				NA		***	9	78792.579721705	134347-138877				ORF74	0	0	0	0	1	6	0	0	1	8	3
NC_001491.2	+	ORF74-ORF75-PC-Canonic	Torma_et_al				NA		***	9	78792.579721705	134347-136464				ORF74	0	7	5	15	116	408	50	79	63	743	8
NC_001491.2	+	ORF75	Torma_et_al		mRNA.TU.28-TSS.182.1-0--73.13	135576	distance <= 25	12	***	9	215265.606095585	135564-136464				ORF75	1	161	191	797	1152	1601	308	154	216	4581	9
NC_001491.2	+	ORF75-Monocistronic-Long-novTX_230	Tombacz_et_al	Monocistronic-Long			NA		**	5		134995-136464				ORF75	0	0	0	0	0	3	0	1	0	4	2
NC_001491.2	+	ORF75-Monocistronic-Long-novTX_231	Tombacz_et_al	Monocistronic-Long			NA		**	5		135013-136464				ORF75	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_232	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.182.1-0--73.13	135576	distance <= 25	5	***	9		135581-136464				ORF75	0	1	0	0	0	1	1	0	0	3	3
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_233	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.183.1-0--2.24	135629	distance <= 25	16	***	9		135613-136464				ORF75	0	0	0	0	0	0	2	0	0	2	1
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_235	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.185.1-0--2.24	135683	distance <= 25	1	***	7		135684-136464				ORF75	0	0	0	0	0	1	1	0	0	2	2
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_236	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.186.1-0--2.99	135798	distance <= 25	13	**	4		135785-136464				ORF75	0	0	0	1	3	1	3	1	1	10	6
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_237	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.188.1-0--4.85	135885	distance <= 50	31	***	7		135916-136464				ORF75	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_275	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.186.1-0--2.99	135798	distance <= 25	7	**	4		135791-136464				ORF75	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_305	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.188.1-0--4.85	135885	distance <= 50	50	***	7		135935-136464				ORF75	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	+	ORF75-Monocistronic-Short-novTX_328	Tombacz_et_al	Monocistronic-Short	mRNA.TU.28-TSS.186.1-0--2.99	135798	distance <= 50	30	**	4		135768-136464				ORF75	0	0	0	0	0	1	2	0	0	3	2
NC_001491.2	+	ORF75-ORF76-ORF67-PC-Canonic	Torma_et_al		mRNA.TU.28-TSS.182.1-0--73.13	135576	distance <= 25	12	***	9	215265.606095585	135564-138877				ORF75	0	0	0	0	3	5	0	1	1	10	4
NC_001491.2	+	ORF75-Putative mRNA-novTX_276	Tombacz_et_al	Putative mRNA	mRNA.TU.28-TSS.189.1-0--2.99	136110	distance <= 25	22	**	5		136088-136464				ORF75	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	+	ORF76-ORF67-PC-Long	Torma_et_al				NA		***	5	1927.441339375	136555-138877				ORF76	0	1	0	0	6	19	0	1	2	29	5
NC_001491.2	+	ORF76-ORF67-PC-Short	Torma_et_al				NA		***	9	21361.463019243	136601-138877				ORF76	0	0	0	2	12	20	3	4	5	46	6
NC_001491.2	+	ORF76-ORF67.1-PC-Canonic	Torma_et_al				NA		***	9	21361.463019243	136583-138877				ORF76	0	0	0	7	11	24	2	2	5	51	6
NC_001491.2	+	ORF8	Torma_et_al		mRNA.TU.3-TSS.5.1-0--70.83	10092	distance <= 25	12	***	9	23283.930695339	10080-11067				ORF8	0	0	4	108	238	568	225	257	288	1688	7
NC_001491.2	+	ORF8-L1	Torma_et_al				NA		***	7	2394.408201308	7110-11067				ORF8	0	0	0	0	3	17	8	23	22	73	5
NC_001491.2	+	ORF8-L2	Torma_et_al				NA		*	1	105.163529288	7689-11067				ORF8	0	0	0	0	6	38	11	17	13	85	5
NC_001491.2	+	ORF8-Monocistronic-Long-novTX_322	Tombacz_et_al	Monocistronic-Long	mRNA.TU.3-TSS.5.1-0--70.83	10092	distance <= 25	24	***	9		10068-11072				ORF8	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	+	ORF8-Monocistronic-Long-novTX_331	Tombacz_et_al	Monocistronic-Long	mRNA.TU.3-TSS.5.1-0--70.83	10092	distance <= 50	38	***	9		10054-11072															
NC_001491.2	+	ORF8-Monocistronic-Short-novTX_332	Tombacz_et_al	Monocistronic-Short	mRNA.TU.3-TSS.5.1-0--70.83	10092	distance <= 25	3	***	9		10095-11072				ORF8	0	0	0	1	1	1	1	0	2	6	5
NC_001491.2	+	ORF8-ORF9-ORF10-ORF11-CX-Long	Torma_et_al				NA		***	7	2394.408201308	7110-13520				ORF8	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	+	ORF8-ORF9-ORF10-ORF11-CX-Short	Torma_et_al		mRNA.TU.3-TSS.5.1-0--70.83	10092	distance <= 25	12	***	9	23283.930695339	10080-13520				ORF8	0	0	0	0	0	1	0	4	3	8	3
NC_001491.2	+	ORF8-Putative mRNA-novTX_251	Tombacz_et_al	Putative mRNA			NA		***	3		10458-11072				ORF8	0	0	0	1	1	1	0	0	2	5	4
NC_001491.2	+	ORF8-Putative mRNA-novTX_310	Tombacz_et_al	Putative mRNA			NA		***	3		10444-11072				ORF8	0	0	0	0	1	1	1	1	0	4	4
NC_001491.2	+	ORF9-ORF10-ORF11-CX-Canonic	Torma_et_al				NA		***	5	1720.510980111	10875-13520				ORF10	0	0	0	0	0	2	0	0	3	5	2
NC_001491.2	+	ORFF43-Monocistronic-Short-novTX_263	Tombacz_et_al	Monocistronic-Short	mRNA.TU.17-TSS.91.1-0--1.69	82022	distance <= 50	38	***	6		82060-83096															
NC_001491.2	+	TR1063	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	105514-105836			ORF58	0	0	0	0	0	0	7	38	67	112	3
NC_001491.2	+	TR1064	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98004			ORF53	0	0	0	0	0	0	4	19	35	58	3
NC_001491.2	+	TR1065	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-99345			ORF54	0	0	0	0	0	1	8	70	133	212	4
NC_001491.2	+	TR1066	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98131	105514-105836		ORF58	0	0	0	0	0	0	2	7	20	29	3
NC_001491.2	+	TR1067	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-99345			ORF54	0	0	0	0	0	0	0	20	42	62	2
NC_001491.2	+	TR1068	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-98131	105514-105836		ORF58	0	0	0	0	0	0	1	2	10	13	3
NC_001491.2	+	TR1069	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-97269	97976-98131	105514-105836		ORF58	0	0	0	0	0	0	0	7	4	11	2
NC_001491.2	+	TR1070	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-105836			ORF58	0	0	0	0	0	0	1	6	9	16	3
NC_001491.2	+	TR1071	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-103769	105514-105836		ORF58	0	0	0	0	0	0	1	12	15	28	3
NC_001491.2	+	TR1072	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	105514-105836			ORF58	0	0	0	0	0	0	13	121	207	341	3
NC_001491.2	+	TR1073	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	105527-105836			ORF58	0	0	0	0	0	0	1	8	17	26	3
NC_001491.2	+	TR1087	Torma_et_al		mRNA.TU.20-TSS.124.1-0--25.0	97188	distance <= 100	100				97088-98131	105514-105836			ORF58	0	0	0	0	0	0	0	0	3	3	1
NC_001491.2	+	TR1119	Torma_et_al				NA					98035-98131	105514-105836			ORF58	0	0	0	0	0	0	1	0	3	4	2
NC_001491.2	+	TR1156	Torma_et_al				NA					103143-104390	105514-105836			ORF58	0	0	0	0	0	0	2	1	0	3	2
NC_001491.2	+	TR1165	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-103769	105514-105836			ORF58	0	0	0	0	0	0	1	3	1	5	3
NC_001491.2	+	TR1166	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-104390	105514-105836			ORF58	0	0	0	0	0	0	0	2	0	2	1
NC_001491.2	+	TR1167	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96696	96944-98004			ORF53	0	0	0	0	1	0	1	6	12	20	4
NC_001491.2	+	TR1168	Torma_et_al		mRNA.TU.20-TSS.124.1-0--25.0	97188	distance <= 50	38				97150-98131	105514-105836			ORF58	0	0	0	0	0	0	0	0	2	2	1
NC_001491.2	+	TR20	Torma_et_al				NA					103143-103375	105514-105836			ORF58	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	+	TR27	Torma_et_al				NA		***	9	24468.663319812	118878-119224	119461-119749			NOIR	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	+	TR29	Torma_et_al				NA					119050-119224	119461-119857			NOIR	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	+	TR30	Torma_et_al				NA		*	1	210.327058576	120382-121108	121287-122451			ORF65	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	+	TR34	Torma_et_al				NA					6149-6688	9510-11067			ORF8	0	0	0	0	0	0	0	1	3	4	2
NC_001491.2	+	TR40	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-96571	96944-98131	102840-103769	105514-105836	ORF58	0	0	0	0	0	0	0	2	3	5	2
NC_001491.2	+	TR41	Torma_et_al		mRNA.TU.20-TSS.123.1-0--37.5	96466	distance <= 25	12	***	9	43094.303212475	96454-98131	102840-104390	105514-105836		ORF58	0	0	0	0	0	0	0	3	3	6	2
NC_001491.2	+	TR468	Torma_et_al				NA					102672-103769	105514-105836			ORF58	0	0	0	0	0	2	2	5	1	10	4
NC_001491.2	+	TR524	Torma_et_al		mRNA.TU.23-TSS.151.1-0--15.15	105020	distance <= 25	14	***	9	17647.951411701	105006-105162	105514-105836			ORF58	0	0	0	0	0	16	18	15	63	112	4
NC_001491.2	+	TR544	Torma_et_al				NA		***	9	24468.663319812	118878-119136	119461-119749			NOIR	0	0	1	0	0	2	0	3	2	8	4
NC_001491.2	+	TR545	Torma_et_al				NA		***	9	24468.663319812	118878-119136	119461-119857			NOIR	0	11	2	4	6	7	4	2	13	49	8
NC_001491.2	+	TR546	Torma_et_al				NA		***	9	24468.663319812	118878-119224	119461-119857			NOIR	0	0	0	0	2	0	3	5	12	22	4
NC_001491.2	+	TR551	Torma_et_al				NA					119050-119136	119461-119857			NOIR	0	0	0	0	0	0	0	2	8	10	2
NC_001491.2	+	TR561	Torma_et_al				NA		*	2	663.841797805	120072-121068	121287-122451			ORF65	0	0	0	0	0	2	0	0	1	3	2
NC_001491.2	+	TR562	Torma_et_al				NA		*	2	663.841797805	120072-121108	121287-122451			ORF65	0	0	0	0	0	0	0	1	2	3	2
NC_001491.2	+	TR564	Torma_et_al				NA		*	1	210.327058576	120382-121068	121287-122451			ORF65	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	+	TR565	Torma_et_al				NA		***	9	201992.674786318	121002-121068	121287-122451			ORF65	0	64	101	83	106	90	5	3	15	467	8
NC_001491.2	+	TR566	Torma_et_al				NA		***	9	201992.674786318	121002-121108	121287-122451			ORF65	0	83	57	76	76	88	3	1	7	391	8
NC_001491.2	+	TR848	Torma_et_al				NA					6149-6688	9510-9554	10682-11067		ORF8	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	+	TR877	Torma_et_al				NA					6466-6688	9510-11067			ORF8	0	0	0	0	0	16	6	11	10	43	4
NC_001491.2	+	TR878	Torma_et_al				NA					6466-6688	9510-9554	10682-11067		ORF8	0	0	0	0	0	4	5	4	4	17	4
NC_001491.2	+	TR886	Torma_et_al				NA		**	3	1030.020114857	66315-66376	69904-71034			ORF38	0	0	0	0	3	20	5	6	7	41	5
NC_001491.2	+	TR888	Torma_et_al				NA					66576-66754	69904-71034			ORF38	0	0	0	0	0	1	6	1	3	11	4
NC_001491.2	+	TR889	Torma_et_al				NA					66600-66754	69904-71034			ORF38	0	0	0	0	0	1	3	5	5	14	4
NC_001491.2	+	TR891	Torma_et_al				NA					66701-66754	69904-71034			ORF38	0	0	0	0	0	3	7	3	5	18	4
NC_001491.2	+	TR894	Torma_et_al				NA					68373-68513	69904-71034			ORF38	0	0	0	0	0	7	7	10	25	49	4
NC_001491.2	+	TR912	Torma_et_al				NA		***	7	2394.408201308	7110-7874	9510-11067			ORF8	0	0	0	0	0	13	5	17	10	45	4
NC_001491.2	+	TR929	Torma_et_al				NA		*	1	105.163529288	7689-7874	9510-11067			ORF8	0	0	0	0	0	15	5	6	7	33	4
NC_001491.2	+	TR930	Torma_et_al				NA		*	1	105.163529288	7689-7874	9510-9554	10682-11067		ORF8	0	0	0	0	0	3	5	2	1	11	4
NC_001491.2	+	TR_5229-ORF65-ORF66-PC-Canonic	Torma_et_al				NA		***	9	201992.674786318	121002-121105	121287-123602			ORF65	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	+	as15	Torma_et_al				NA					20396-20968															
NC_001491.2	+	as17-Canonic	Torma_et_al				NA					23857-24419				ORF17	0	0	0	0	1	2	5	3	8	19	5
NC_001491.2	+	as17-Long-3	Torma_et_al				NA		*	2	309.564999042	23079-24419				ORF17	0	0	0	0	0	1	2	1	5	9	4
NC_001491.2	+	as17-Long1	Torma_et_al				NA					23686-24419				ORF17	0	0	0	0	0	0	0	1	1	2	2
NC_001491.2	+	as17-Long2	Torma_et_al				NA					23099-24419				ORF17	0	0	0	0	0	1	1	3	7	12	4
NC_001491.2	+	as35	Torma_et_al				NA		**	3	1030.020114857	66315-67175				ORF35	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	+	asORF15-ORF16	Torma_et_al				NA					20457-23721				ORF15	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	+	nct65-Canonic	Torma_et_al				NA		***	8	12115.533886499	122066-122451				ORF65	0	0	3	22	3	2	2	0	1	33	6
NC_001491.2	+	nct65-Long	Torma_et_al				NA		***	8	6916.887839442	121788-122451				ORF65	0	0	1	5	10	28	10	12	18	84	7
NC_001491.2	+	nct65-Short	Torma_et_al				NA		***	9	12391.898973137	122258-122451				ORF65	0	1	4	7	0	1	2	1	3	19	7
NC_001491.2	-	CTO-CTO-L-2-novTX_503	Tombacz_et_al	CTO-L-2			NA		**	3		73834-75173															
NC_001491.2	-	CTO-CTO-L-novTX_758	Tombacz_et_al	CTO-L	mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 50	38	***	9		73834-74215				CTO	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	-	CTO-L	Torma_et_al		mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 100	80	**	3	414.72852833	73834-74257				CTO	0	1	2	1	7	21	3	8	6	49	8
NC_001491.2	-	CTO-Non-coding-short-novTX_464	Tombacz_et_al	Non-coding-short	mRNA.TU.16-TSS.101.1-0--7.98	74002	distance <= 25	15	***	9		73834-74017															
NC_001491.2	-	CTO-Non-coding-short-novTX_465	Tombacz_et_al	Non-coding-short	mRNA.TU.16-TSS.101.1-0--7.98	74002	distance <= 50	47	***	9		73834-74049				CTO	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	CTO-Non-coding-short-novTX_467	Tombacz_et_al	Non-coding-short	mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 50	32	***	9		73834-74145				CTO	0	0	0	1	1	0	0	0	1	3	3
NC_001491.2	-	CTO-Non-coding-short-novTX_701	Tombacz_et_al	Non-coding-short	mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 100	64	***	9		73834-74113															
NC_001491.2	-	CTO-Non-coding-short-novTX_779	Tombacz_et_al	Non-coding-short	mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 25	6	***	9		73834-74171															
NC_001491.2	-	CTO-S	Torma_et_al		mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 25	6	***	9	196155.685728494	73834-74183				CTO	0	12	31	227	685	2391	952	866	1263	6427	8
NC_001491.2	-	NOIR-2-canonic	Torma_et_al				NA		***	9	24468.663319812	143303-144282				NOIR	0	6	5	38	62	127	42	35	55	370	8
NC_001491.2	-	NOIR-ORF64-CX-Canonic	Torma_et_al				NA		*	1	466.272925086	113821-120390				NOIR	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	NOIR-ORF65.1	Torma_et_al	Putative mRNA			NA					140709-144215															
NC_001491.2	-	NOIR_2-Non-coding-long-novTX_685	Tombacz_et_al	Non-coding-long			NA		***	9		143303-144302				NOIR_2	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	NOIR_2-Non-coding-short-novTX_731	Tombacz_et_al	Non-coding-short			NA		***	9		143303-144260				NOIR_2	0	0	0	0	0	0	0	1	1	2	2
