seqnames	strand	gene	score	support	start	end	width	thick.start	thick.end	thick.width	thick.names	clusterType	orientation	prime5	prime3	TSS.win.start	TSS.win.end	CAGE_significance
NC_001491.2	+	CAGE_cluster_932	197.745699031	1	130497	130497	1	130497	130497	1	NC_001491.2:130497-130497;+	TSS	1	130497	130497	130497	130497	*
NC_001491.2	+	CAGE_cluster_933	965.644234754	4	130633	130635	3	130635	130635	1	NC_001491.2:130633-130635;+	TSS	1	130633	130635	130633	130635	**
NC_001491.2	+	CAGE_cluster_934	105.163529288	1	130765	130765	1	130765	130765	1	NC_001491.2:130765-130765;+	TSS	1	130765	130765	130765	130765	*
NC_001491.2	+	CAGE_cluster_935	197.745699031	1	130885	130885	1	130885	130885	1	NC_001491.2:130885-130885;+	TSS	1	130885	130885	130885	130885	*
NC_001491.2	+	CAGE_cluster_936	197.745699031	1	130923	130923	1	130923	130923	1	NC_001491.2:130923-130923;+	TSS	1	130923	130923	130923	130923	*
NC_001491.2	+	CAGE_cluster_937	155.424308362	1	130966	130966	1	130966	130966	1	NC_001491.2:130966-130966;+	TSS	1	130966	130966	130966	130966	*
NC_001491.2	+	CAGE_cluster_938	105.163529288	1	131013	131013	1	131013	131013	1	NC_001491.2:131013-131013;+	TSS	1	131013	131013	131013	131013	*
NC_001491.2	+	CAGE_cluster_939	1062.45378682	2	131251	131256	6	131256	131256	1	NC_001491.2:131251-131256;+	TSS	1	131251	131256	131251	131256	*
NC_001491.2	+	CAGE_cluster_94	197.745699031	1	14527	14527	1	14527	14527	1	NC_001491.2:14527-14527;+	TSS	1	14527	14527	14527	14527	*
NC_001491.2	+	CAGE_cluster_940	197.745699031	1	131329	131329	1	131329	131329	1	NC_001491.2:131329-131329;+	TSS	1	131329	131329	131329	131329	*
NC_001491.2	+	CAGE_cluster_941	453.514739229	1	131421	131421	1	131421	131421	1	NC_001491.2:131421-131421;+	TSS	1	131421	131421	131421	131421	*
NC_001491.2	+	CAGE_cluster_942	9664.660538414	9	131507	131515	9	131515	131515	1	NC_001491.2:131507-131515;+	TSS	1	131507	131515	131507	131515	***
NC_001491.2	+	CAGE_cluster_943	111.819300011	1	131542	131542	1	131542	131542	1	NC_001491.2:131542-131542;+	TSS	1	131542	131542	131542	131542	*
NC_001491.2	+	CAGE_cluster_944	197.745699031	1	131718	131718	1	131718	131718	1	NC_001491.2:131718-131718;+	TSS	1	131718	131718	131718	131718	*
NC_001491.2	+	CAGE_cluster_945	155.424308362	1	131777	131777	1	131777	131777	1	NC_001491.2:131777-131777;+	TSS	1	131777	131777	131777	131777	*
NC_001491.2	+	CAGE_cluster_946	267.243608373	2	131967	131970	4	131967	131967	1	NC_001491.2:131967-131970;+	TSS	1	131967	131970	131967	131970	*
NC_001491.2	+	CAGE_cluster_947	698.400626381	3	132015	132015	1	132015	132015	1	NC_001491.2:132015-132015;+	TSS	1	132015	132015	132015	132015	**
NC_001491.2	+	CAGE_cluster_948	464.989307404	3	132276	132277	2	132277	132277	1	NC_001491.2:132276-132277;+	TSS	1	132276	132277	132276	132277	**
NC_001491.2	+	CAGE_cluster_949	269.1065662	1	132745	132745	1	132745	132745	1	NC_001491.2:132745-132745;+	TSS	1	132745	132745	132745	132745	*
NC_001491.2	+	CAGE_cluster_95	111.819300011	1	14555	14555	1	14555	14555	1	NC_001491.2:14555-14555;+	TSS	1	14555	14555	14555	14555	*
NC_001491.2	+	CAGE_cluster_950	558.678268517	2	132797	132814	18	132797	132797	1	NC_001491.2:132797-132814;+	TSS	1	132797	132814	132797	132814	*
NC_001491.2	+	CAGE_cluster_951	8359.466436741	8	132857	132895	39	132880	132880	1	NC_001491.2:132857-132895;+	TSS	1	132857	132895	132857	132895	***
NC_001491.2	+	CAGE_cluster_952	1286.874537855	4	132976	133015	40	132996	132996	1	NC_001491.2:132976-133015;+	TSS	1	132976	133015	132976	133015	**
NC_001491.2	+	CAGE_cluster_953	155.424308362	1	133074	133074	1	133074	133074	1	NC_001491.2:133074-133074;+	TSS	1	133074	133074	133074	133074	*
NC_001491.2	+	CAGE_cluster_954	834.44060544	3	133107	133108	2	133107	133107	1	NC_001491.2:133107-133108;+	TSS	1	133107	133108	133107	133108	***
NC_001491.2	+	CAGE_cluster_955	269.1065662	1	133277	133277	1	133277	133277	1	NC_001491.2:133277-133277;+	TSS	1	133277	133277	133277	133277	*
NC_001491.2	+	CAGE_cluster_956	1096.700665033	4	133312	133336	25	133322	133322	1	NC_001491.2:133312-133336;+	TSS	1	133312	133336	133312	133336	**
NC_001491.2	+	CAGE_cluster_957	570.152836692	4	133429	133435	7	133433	133433	1	NC_001491.2:133429-133435;+	TSS	1	133429	133435	133429	133435	**
NC_001491.2	+	CAGE_cluster_958	155.424308362	1	133511	133511	1	133511	133511	1	NC_001491.2:133511-133511;+	TSS	1	133511	133511	133511	133511	*
NC_001491.2	+	CAGE_cluster_959	1002.699350508	4	133690	133713	24	133713	133713	1	NC_001491.2:133690-133713;+	TSS	1	133690	133713	133690	133713	**
NC_001491.2	+	CAGE_cluster_96	155.424308362	1	14626	14626	1	14626	14626	1	NC_001491.2:14626-14626;+	TSS	1	14626	14626	14626	14626	*
NC_001491.2	+	CAGE_cluster_960	111.819300011	1	133774	133774	1	133774	133774	1	NC_001491.2:133774-133774;+	TSS	1	133774	133774	133774	133774	*
NC_001491.2	+	CAGE_cluster_961	677.179323807	3	133812	133853	42	133853	133853	1	NC_001491.2:133812-133853;+	TSS	1	133812	133853	133812	133853	**
NC_001491.2	+	CAGE_cluster_962	197.745699031	1	133928	133928	1	133928	133928	1	NC_001491.2:133928-133928;+	TSS	1	133928	133928	133928	133928	*
NC_001491.2	+	CAGE_cluster_963	111.819300011	1	134249	134249	1	134249	134249	1	NC_001491.2:134249-134249;+	TSS	1	134249	134249	134249	134249	*
NC_001491.2	+	CAGE_cluster_964	544.365813827	1	134297	134297	1	134297	134297	1	NC_001491.2:134297-134297;+	TSS	1	134297	134297	134297	134297	*
NC_001491.2	+	CAGE_cluster_965	78792.579721705	9	134335	134350	16	134347	134347	1	NC_001491.2:134335-134350;+	TSS	1	134335	134350	134335	134350	***
NC_001491.2	+	CAGE_cluster_966	269.1065662	1	134372	134372	1	134372	134372	1	NC_001491.2:134372-134372;+	TSS	1	134372	134372	134372	134372	*
NC_001491.2	+	CAGE_cluster_967	806.684746622	3	134466	134466	1	134466	134466	1	NC_001491.2:134466-134466;+	TSS	1	134466	134466	134466	134466	***
NC_001491.2	+	CAGE_cluster_968	507.310698073	2	134502	134502	1	134502	134502	1	NC_001491.2:134502-134502;+	TSS	1	134502	134502	134502	134502	*
NC_001491.2	+	CAGE_cluster_969	1170.849264091	3	134558	134563	6	134563	134563	1	NC_001491.2:134558-134563;+	TSS	1	134558	134563	134558	134563	***
NC_001491.2	+	CAGE_cluster_97	105.163529288	1	14839	14839	1	14839	14839	1	NC_001491.2:14839-14839;+	TSS	1	14839	14839	14839	14839	*
NC_001491.2	+	CAGE_cluster_970	918.200814846	2	134585	134600	16	134585	134585	1	NC_001491.2:134585-134600;+	TSS	1	134585	134600	134585	134600	*
NC_001491.2	+	CAGE_cluster_971	1772.131627715	5	134638	134647	10	134647	134647	1	NC_001491.2:134638-134647;+	TSS	1	134638	134647	134638	134647	**
NC_001491.2	+	CAGE_cluster_972	748.661405455	2	134687	134691	5	134691	134691	1	NC_001491.2:134687-134691;+	TSS	1	134687	134691	134687	134691	*
NC_001491.2	+	CAGE_cluster_973	155.424308362	1	134796	134796	1	134796	134796	1	NC_001491.2:134796-134796;+	TSS	1	134796	134796	134796	134796	*
NC_001491.2	+	CAGE_cluster_974	1419.158973983	5	134823	134846	24	134823	134823	1	NC_001491.2:134823-134846;+	TSS	1	134823	134846	134823	134846	**
NC_001491.2	+	CAGE_cluster_975	197.745699031	1	134875	134875	1	134875	134875	1	NC_001491.2:134875-134875;+	TSS	1	134875	134875	134875	134875	*
NC_001491.2	+	CAGE_cluster_976	544.365813827	1	134945	134945	1	134945	134945	1	NC_001491.2:134945-134945;+	TSS	1	134945	134945	134945	134945	*
NC_001491.2	+	CAGE_cluster_977	1468.191747208	5	134991	135022	32	135013	135013	1	NC_001491.2:134991-135022;+	TSS	1	134991	135022	134991	135022	**
NC_001491.2	+	CAGE_cluster_978	155.424308362	1	135043	135043	1	135043	135043	1	NC_001491.2:135043-135043;+	TSS	1	135043	135043	135043	135043	*
NC_001491.2	+	CAGE_cluster_979	1300.989638884	2	135074	135074	1	135074	135074	1	NC_001491.2:135074-135074;+	TSS	1	135074	135074	135074	135074	*
NC_001491.2	+	CAGE_cluster_98	453.514739229	1	14975	14975	1	14975	14975	1	NC_001491.2:14975-14975;+	TSS	1	14975	14975	14975	14975	*
NC_001491.2	+	CAGE_cluster_980	269.1065662	1	135125	135125	1	135125	135125	1	NC_001491.2:135125-135125;+	TSS	1	135125	135125	135125	135125	*
NC_001491.2	+	CAGE_cluster_981	267.243608373	2	135450	135450	1	135450	135450	1	NC_001491.2:135450-135450;+	TSS	1	135450	135450	135450	135450	*
NC_001491.2	+	CAGE_cluster_982	111.819300011	1	135491	135491	1	135491	135491	1	NC_001491.2:135491-135491;+	TSS	1	135491	135491	135491	135491	*
NC_001491.2	+	CAGE_cluster_983	508.594315755	2	135515	135518	4	135515	135515	1	NC_001491.2:135515-135518;+	TSS	1	135515	135518	135515	135518	*
NC_001491.2	+	CAGE_cluster_984	215265.606095585	9	135558	135634	77	135564	135564	1	NC_001491.2:135558-135634;+	TSS	1	135558	135634	135558	135634	***
NC_001491.2	+	CAGE_cluster_985	6537.26911513	7	135655	135685	31	135669	135669	1	NC_001491.2:135655-135685;+	TSS	1	135655	135685	135655	135685	***
NC_001491.2	+	CAGE_cluster_986	1078.570326135	4	135766	135799	34	135768	135768	1	NC_001491.2:135766-135799;+	TSS	1	135766	135799	135766	135799	**
NC_001491.2	+	CAGE_cluster_987	1903.517274338	7	135914	135939	26	135916	135916	1	NC_001491.2:135914-135939;+	TSS	1	135914	135939	135914	135939	***
NC_001491.2	+	CAGE_cluster_988	422.667916735	2	135972	135991	20	135972	135972	1	NC_001491.2:135972-135991;+	TSS	1	135972	135991	135972	135991	*
NC_001491.2	+	CAGE_cluster_989	795.654394541	4	136017	136023	7	136018	136018	1	NC_001491.2:136017-136023;+	TSS	1	136017	136023	136017	136023	**
NC_001491.2	+	CAGE_cluster_99	55963.691315395	9	15077	15115	39	15083	15083	1	NC_001491.2:15077-15115;+	TSS	1	15077	15115	15077	15115	***
NC_001491.2	+	CAGE_cluster_990	1775.970039273	5	136075	136092	18	136092	136092	1	NC_001491.2:136075-136092;+	TSS	1	136075	136092	136075	136092	**
NC_001491.2	+	CAGE_cluster_991	544.365813827	1	136472	136472	1	136472	136472	1	NC_001491.2:136472-136472;+	TSS	1	136472	136472	136472	136472	*
NC_001491.2	+	CAGE_cluster_992	302.909228319	2	136530	136530	1	136530	136530	1	NC_001491.2:136530-136530;+	TSS	1	136530	136530	136530	136530	*
NC_001491.2	+	CAGE_cluster_993	1927.441339375	5	136551	136559	9	136555	136555	1	NC_001491.2:136551-136559;+	TSS	1	136551	136559	136551	136559	**
NC_001491.2	+	CAGE_cluster_994	21361.463019243	9	136580	136605	26	136583	136583	1	NC_001491.2:136580-136605;+	TSS	1	136580	136605	136580	136605	***
NC_001491.2	+	CAGE_cluster_995	155.424308362	1	136645	136645	1	136645	136645	1	NC_001491.2:136645-136645;+	TSS	1	136645	136645	136645	136645	*
NC_001491.2	+	CAGE_cluster_996	197.745699031	1	136685	136685	1	136685	136685	1	NC_001491.2:136685-136685;+	TSS	1	136685	136685	136685	136685	*
NC_001491.2	+	CAGE_cluster_997	111.819300011	1	136876	136876	1	136876	136876	1	NC_001491.2:136876-136876;+	TSS	1	136876	136876	136876	136876	*
NC_001491.2	+	CAGE_cluster_998	1049.586461469	5	137060	137062	3	137061	137061	1	NC_001491.2:137060-137062;+	TSS	1	137060	137062	137060	137062	**
NC_001491.2	+	CAGE_cluster_999	111.819300011	1	137229	137229	1	137229	137229	1	NC_001491.2:137229-137229;+	TSS	1	137229	137229	137229	137229	*
NC_001491.2	-	CAGE_cluster_1067	155.424308362	1	1424	1424	1	1424	1424	1	NC_001491.2:1424-1424;-	TSS	0	1424	1424	1424	1424	*
NC_001491.2	-	CAGE_cluster_1068	105.163529288	1	1732	1732	1	1732	1732	1	NC_001491.2:1732-1732;-	TSS	0	1732	1732	1732	1732	*
NC_001491.2	-	CAGE_cluster_1069	197.745699031	1	2151	2151	1	2151	2151	1	NC_001491.2:2151-2151;-	TSS	0	2151	2151	2151	2151	*
NC_001491.2	-	CAGE_cluster_1070	197.745699031	1	2211	2211	1	2211	2211	1	NC_001491.2:2211-2211;-	TSS	0	2211	2211	2211	2211	*
NC_001491.2	-	CAGE_cluster_1071	197.745699031	1	2275	2275	1	2275	2275	1	NC_001491.2:2275-2275;-	TSS	0	2275	2275	2275	2275	*
NC_001491.2	-	CAGE_cluster_1072	1130.694063036	4	2298	2304	7	2304	2304	1	NC_001491.2:2298-2304;-	TSS	0	2304	2298	2298	2304	**
NC_001491.2	-	CAGE_cluster_1073	612.474227361	4	2335	2359	25	2353	2353	1	NC_001491.2:2335-2359;-	TSS	0	2359	2335	2335	2359	**
NC_001491.2	-	CAGE_cluster_1074	2886.06710351	7	2400	2419	20	2400	2400	1	NC_001491.2:2400-2419;-	TSS	0	2419	2400	2400	2419	***
NC_001491.2	-	CAGE_cluster_1075	101596.884408119	9	2489	2545	57	2540	2540	1	NC_001491.2:2489-2545;-	TSS	0	2545	2489	2489	2545	***
NC_001491.2	-	CAGE_cluster_1076	111.819300011	1	2616	2616	1	2616	2616	1	NC_001491.2:2616-2616;-	TSS	0	2616	2616	2616	2616	*
NC_001491.2	-	CAGE_cluster_1077	155.424308362	1	2646	2646	1	2646	2646	1	NC_001491.2:2646-2646;-	TSS	0	2646	2646	2646	2646	*
NC_001491.2	-	CAGE_cluster_1078	57730.841172299	9	2672	2682	11	2672	2672	1	NC_001491.2:2672-2682;-	TSS	0	2682	2672	2672	2682	***
NC_001491.2	-	CAGE_cluster_1079	453.514739229	1	2839	2839	1	2839	2839	1	NC_001491.2:2839-2839;-	TSS	0	2839	2839	2839	2839	*
NC_001491.2	-	CAGE_cluster_1080	197.745699031	1	2912	2912	1	2912	2912	1	NC_001491.2:2912-2912;-	TSS	0	2912	2912	2912	2912	*
NC_001491.2	-	CAGE_cluster_1081	111.819300011	1	2988	2988	1	2988	2988	1	NC_001491.2:2988-2988;-	TSS	0	2988	2988	2988	2988	*
NC_001491.2	-	CAGE_cluster_1082	421.384299053	2	3014	3027	14	3014	3014	1	NC_001491.2:3014-3027;-	TSS	0	3027	3014	3014	3027	*
NC_001491.2	-	CAGE_cluster_1083	111.819300011	1	3161	3161	1	3161	3161	1	NC_001491.2:3161-3161;-	TSS	0	3161	3161	3161	3161	*
NC_001491.2	-	CAGE_cluster_1084	155.424308362	1	3460	3460	1	3460	3460	1	NC_001491.2:3460-3460;-	TSS	0	3460	3460	3460	3460	*
NC_001491.2	-	CAGE_cluster_1085	111.819300011	1	3886	3886	1	3886	3886	1	NC_001491.2:3886-3886;-	TSS	0	3886	3886	3886	3886	*
NC_001491.2	-	CAGE_cluster_1086	197.745699031	1	3983	3983	1	3983	3983	1	NC_001491.2:3983-3983;-	TSS	0	3983	3983	3983	3983	*
NC_001491.2	-	CAGE_cluster_1087	1553.020402132	3	4018	4018	1	4018	4018	1	NC_001491.2:4018-4018;-	TSS	0	4018	4018	4018	4018	***
NC_001491.2	-	CAGE_cluster_1088	761.348643126	3	4078	4078	1	4078	4078	1	NC_001491.2:4078-4078;-	TSS	0	4078	4078	4078	4078	**
NC_001491.2	-	CAGE_cluster_1089	309.564999042	2	4133	4143	11	4143	4143	1	NC_001491.2:4133-4143;-	TSS	0	4143	4133	4133	4143	*
NC_001491.2	-	CAGE_cluster_1090	755.195961699	3	4171	4172	2	4171	4171	1	NC_001491.2:4171-4172;-	TSS	0	4172	4171	4171	4172	**
NC_001491.2	-	CAGE_cluster_1091	9681.604499373	9	4203	4228	26	4226	4226	1	NC_001491.2:4203-4228;-	TSS	0	4228	4203	4203	4228	***
NC_001491.2	-	CAGE_cluster_1092	42354.110062524	9	4307	4312	6	4312	4312	1	NC_001491.2:4307-4312;-	TSS	0	4312	4307	4307	4312	***
NC_001491.2	-	CAGE_cluster_1093	5607.352135025	8	4333	4344	12	4338	4338	1	NC_001491.2:4333-4344;-	TSS	0	4344	4333	4333	4344	***
NC_001491.2	-	CAGE_cluster_1094	2014.171297978	5	4374	4382	9	4379	4379	1	NC_001491.2:4374-4382;-	TSS	0	4382	4374	4374	4382	**
NC_001491.2	-	CAGE_cluster_1095	155.424308362	1	4746	4746	1	4746	4746	1	NC_001491.2:4746-4746;-	TSS	0	4746	4746	4746	4746	*
NC_001491.2	-	CAGE_cluster_1096	111.819300011	1	4931	4931	1	4931	4931	1	NC_001491.2:4931-4931;-	TSS	0	4931	4931	4931	4931	*
NC_001491.2	-	CAGE_cluster_1097	959.094342157	4	4959	4961	3	4961	4961	1	NC_001491.2:4959-4961;-	TSS	0	4961	4959	4959	4961	**
NC_001491.2	-	CAGE_cluster_1098	1023.364344134	3	5063	5088	26	5088	5088	1	NC_001491.2:5063-5088;-	TSS	0	5088	5063	5063	5088	***
NC_001491.2	-	CAGE_cluster_1099	544.365813827	1	5150	5150	1	5150	5150	1	NC_001491.2:5150-5150;-	TSS	0	5150	5150	5150	5150	*
NC_001491.2	-	CAGE_cluster_1100	197.745699031	1	5188	5188	1	5188	5188	1	NC_001491.2:5188-5188;-	TSS	0	5188	5188	5188	5188	*
NC_001491.2	-	CAGE_cluster_1101	395.491398062	1	5225	5225	1	5225	5225	1	NC_001491.2:5225-5225;-	TSS	0	5225	5225	5225	5225	*
NC_001491.2	-	CAGE_cluster_1102	691.774482935	3	5271	5278	8	5271	5271	1	NC_001491.2:5271-5278;-	TSS	0	5278	5271	5271	5278	**
NC_001491.2	-	CAGE_cluster_1103	197.745699031	1	5318	5318	1	5318	5318	1	NC_001491.2:5318-5318;-	TSS	0	5318	5318	5318	5318	*
NC_001491.2	-	CAGE_cluster_1104	372.407137661	3	5340	5340	1	5340	5340	1	NC_001491.2:5340-5340;-	TSS	0	5340	5340	5340	5340	**
NC_001491.2	-	CAGE_cluster_1105	111.819300011	1	5455	5455	1	5455	5455	1	NC_001491.2:5455-5455;-	TSS	0	5455	5455	5455	5455	*
NC_001491.2	-	CAGE_cluster_1106	558.678268517	2	5481	5491	11	5491	5491	1	NC_001491.2:5481-5491;-	TSS	0	5491	5481	5481	5491	*
NC_001491.2	-	CAGE_cluster_1107	269.1065662	1	5529	5529	1	5529	5529	1	NC_001491.2:5529-5529;-	TSS	0	5529	5529	5529	5529	*
NC_001491.2	-	CAGE_cluster_1108	216.982829299	2	5556	5561	6	5556	5556	1	NC_001491.2:5556-5561;-	TSS	0	5561	5556	5556	5561	*
NC_001491.2	-	CAGE_cluster_1109	414.72852833	3	5721	5724	4	5724	5724	1	NC_001491.2:5721-5724;-	TSS	0	5724	5721	5721	5724	**
NC_001491.2	-	CAGE_cluster_1110	1137.349833759	5	5761	5786	26	5786	5786	1	NC_001491.2:5761-5786;-	TSS	0	5786	5761	5761	5786	**
NC_001491.2	-	CAGE_cluster_1111	216.982829299	2	5869	5869	1	5869	5869	1	NC_001491.2:5869-5869;-	TSS	0	5869	5869	5869	5869	*
NC_001491.2	-	CAGE_cluster_1112	69186.87112231	9	5939	5967	29	5952	5952	1	NC_001491.2:5939-5967;-	TSS	0	5967	5939	5939	5967	***
NC_001491.2	-	CAGE_cluster_1113	105.163529288	1	6028	6028	1	6028	6028	1	NC_001491.2:6028-6028;-	TSS	0	6028	6028	6028	6028	*
NC_001491.2	-	CAGE_cluster_1114	155.424308362	1	6563	6563	1	6563	6563	1	NC_001491.2:6563-6563;-	TSS	0	6563	6563	6563	6563	*
NC_001491.2	-	CAGE_cluster_1115	197.745699031	1	6592	6592	1	6592	6592	1	NC_001491.2:6592-6592;-	TSS	0	6592	6592	6592	6592	*
NC_001491.2	-	CAGE_cluster_1116	761.242765	4	6650	6656	7	6655	6655	1	NC_001491.2:6650-6656;-	TSS	0	6656	6650	6650	6656	**
NC_001491.2	-	CAGE_cluster_1117	197.745699031	1	6733	6733	1	6733	6733	1	NC_001491.2:6733-6733;-	TSS	0	6733	6733	6733	6733	*
NC_001491.2	-	CAGE_cluster_1118	155.424308362	1	6760	6760	1	6760	6760	1	NC_001491.2:6760-6760;-	TSS	0	6760	6760	6760	6760	*
NC_001491.2	-	CAGE_cluster_1119	111.819300011	1	6936	6936	1	6936	6936	1	NC_001491.2:6936-6936;-	TSS	0	6936	6936	6936	6936	*
NC_001491.2	-	CAGE_cluster_1120	2083.559584584	5	7074	7089	16	7077	7077	1	NC_001491.2:7074-7089;-	TSS	0	7089	7074	7074	7089	**
NC_001491.2	-	CAGE_cluster_1121	651.26043826	2	7111	7111	1	7111	7111	1	NC_001491.2:7111-7111;-	TSS	0	7111	7111	7111	7111	*
NC_001491.2	-	CAGE_cluster_1122	111.819300011	1	7160	7160	1	7160	7160	1	NC_001491.2:7160-7160;-	TSS	0	7160	7160	7160	7160	*
NC_001491.2	-	CAGE_cluster_1123	762.776506484	1	7264	7264	1	7264	7264	1	NC_001491.2:7264-7264;-	TSS	0	7264	7264	7264	7264	*
NC_001491.2	-	CAGE_cluster_1124	544.365813827	1	7336	7336	1	7336	7336	1	NC_001491.2:7336-7336;-	TSS	0	7336	7336	7336	7336	*
NC_001491.2	-	CAGE_cluster_1125	20599.270658559	9	7400	7407	8	7400	7400	1	NC_001491.2:7400-7407;-	TSS	0	7407	7400	7400	7407	***
NC_001491.2	-	CAGE_cluster_1126	105.163529288	1	7434	7434	1	7434	7434	1	NC_001491.2:7434-7434;-	TSS	0	7434	7434	7434	7434	*
NC_001491.2	-	CAGE_cluster_1127	888.236564285	4	7535	7538	4	7535	7535	1	NC_001491.2:7535-7538;-	TSS	0	7538	7535	7535	7538	**
NC_001491.2	-	CAGE_cluster_1128	197.745699031	1	7736	7736	1	7736	7736	1	NC_001491.2:7736-7736;-	TSS	0	7736	7736	7736	7736	*
NC_001491.2	-	CAGE_cluster_1129	269.1065662	1	7892	7892	1	7892	7892	1	NC_001491.2:7892-7892;-	TSS	0	7892	7892	7892	7892	*
NC_001491.2	-	CAGE_cluster_1130	197.745699031	1	7951	7951	1	7951	7951	1	NC_001491.2:7951-7951;-	TSS	0	7951	7951	7951	7951	*
NC_001491.2	-	CAGE_cluster_1131	874.899038282	3	8253	8256	4	8253	8253	1	NC_001491.2:8253-8256;-	TSS	0	8256	8253	8253	8256	***
NC_001491.2	-	CAGE_cluster_1132	395.491398062	1	8328	8333	6	8328	8328	1	NC_001491.2:8328-8333;-	TSS	0	8333	8328	8328	8333	*
NC_001491.2	-	CAGE_cluster_1133	111.819300011	1	8363	8363	1	8363	8363	1	NC_001491.2:8363-8363;-	TSS	0	8363	8363	8363	8363	*
NC_001491.2	-	CAGE_cluster_1134	197.745699031	1	8452	8452	1	8452	8452	1	NC_001491.2:8452-8452;-	TSS	0	8452	8452	8452	8452	*
NC_001491.2	-	CAGE_cluster_1135	111.819300011	1	8536	8536	1	8536	8536	1	NC_001491.2:8536-8536;-	TSS	0	8536	8536	8536	8536	*
NC_001491.2	-	CAGE_cluster_1136	105.163529288	1	8623	8623	1	8623	8623	1	NC_001491.2:8623-8623;-	TSS	0	8623	8623	8623	8623	*
NC_001491.2	-	CAGE_cluster_1137	1143.702372695	3	8652	8652	1	8652	8652	1	NC_001491.2:8652-8652;-	TSS	0	8652	8652	8652	8652	***
NC_001491.2	-	CAGE_cluster_1138	197.745699031	1	8827	8827	1	8827	8827	1	NC_001491.2:8827-8827;-	TSS	0	8827	8827	8827	8827	*
NC_001491.2	-	CAGE_cluster_1139	197.745699031	1	8969	8969	1	8969	8969	1	NC_001491.2:8969-8969;-	TSS	0	8969	8969	8969	8969	*
NC_001491.2	-	CAGE_cluster_1140	111.819300011	1	9048	9048	1	9048	9048	1	NC_001491.2:9048-9048;-	TSS	0	9048	9048	9048	9048	*
NC_001491.2	-	CAGE_cluster_1141	111.819300011	1	9119	9119	1	9119	9119	1	NC_001491.2:9119-9119;-	TSS	0	9119	9119	9119	9119	*
NC_001491.2	-	CAGE_cluster_1142	111.819300011	1	9226	9226	1	9226	9226	1	NC_001491.2:9226-9226;-	TSS	0	9226	9226	9226	9226	*
NC_001491.2	-	CAGE_cluster_1143	699.790122189	2	9252	9254	3	9254	9254	1	NC_001491.2:9252-9254;-	TSS	0	9254	9252	9252	9254	*
NC_001491.2	-	CAGE_cluster_1144	105.163529288	1	9277	9277	1	9277	9277	1	NC_001491.2:9277-9277;-	TSS	0	9277	9277	9277	9277	*
NC_001491.2	-	CAGE_cluster_1145	269.1065662	1	9397	9397	1	9397	9397	1	NC_001491.2:9397-9397;-	TSS	0	9397	9397	9397	9397	*
NC_001491.2	-	CAGE_cluster_1146	105.163529288	1	9458	9458	1	9458	9458	1	NC_001491.2:9458-9458;-	TSS	0	9458	9458	9458	9458	*
NC_001491.2	-	CAGE_cluster_1147	651.26043826	2	9521	9530	10	9530	9530	1	NC_001491.2:9521-9530;-	TSS	0	9530	9521	9521	9530	*
NC_001491.2	-	CAGE_cluster_1148	997.880553056	2	9608	9621	14	9621	9621	1	NC_001491.2:9608-9621;-	TSS	0	9621	9608	9608	9621	*
NC_001491.2	-	CAGE_cluster_1149	155.424308362	1	9809	9809	1	9809	9809	1	NC_001491.2:9809-9809;-	TSS	0	9809	9809	9809	9809	*
NC_001491.2	-	CAGE_cluster_1150	4690.929612105	8	9884	9929	46	9884	9884	1	NC_001491.2:9884-9929;-	TSS	0	9929	9884	9884	9929	***
NC_001491.2	-	CAGE_cluster_1151	762.776506484	1	10087	10087	1	10087	10087	1	NC_001491.2:10087-10087;-	TSS	0	10087	10087	10087	10087	*
NC_001491.2	-	CAGE_cluster_1152	9141.218838931	8	10309	10347	39	10329	10329	1	NC_001491.2:10309-10347;-	TSS	0	10347	10309	10309	10347	***
NC_001491.2	-	CAGE_cluster_1153	918.200814846	2	10442	10443	2	10442	10442	1	NC_001491.2:10442-10443;-	TSS	0	10443	10442	10442	10443	*
NC_001491.2	-	CAGE_cluster_1154	993.400093572	5	10816	10819	4	10819	10819	1	NC_001491.2:10816-10819;-	TSS	0	10819	10816	10816	10819	**
NC_001491.2	-	CAGE_cluster_1155	155.424308362	1	10887	10887	1	10887	10887	1	NC_001491.2:10887-10887;-	TSS	0	10887	10887	10887	10887	*
NC_001491.2	-	CAGE_cluster_1156	197.745699031	1	10995	10995	1	10995	10995	1	NC_001491.2:10995-10995;-	TSS	0	10995	10995	10995	10995	*
NC_001491.2	-	CAGE_cluster_1157	544.365813827	1	11214	11214	1	11214	11214	1	NC_001491.2:11214-11214;-	TSS	0	11214	11214	11214	11214	*
NC_001491.2	-	CAGE_cluster_1158	269.1065662	1	11356	11356	1	11356	11356	1	NC_001491.2:11356-11356;-	TSS	0	11356	11356	11356	11356	*
NC_001491.2	-	CAGE_cluster_1159	216.982829299	2	11408	11408	1	11408	11408	1	NC_001491.2:11408-11408;-	TSS	0	11408	11408	11408	11408	*
NC_001491.2	-	CAGE_cluster_1160	395.491398062	1	11442	11444	3	11442	11442	1	NC_001491.2:11442-11444;-	TSS	0	11444	11442	11442	11444	*
NC_001491.2	-	CAGE_cluster_1161	2376.590215822	7	11500	11541	42	11519	11519	1	NC_001491.2:11500-11541;-	TSS	0	11541	11500	11500	11541	***
NC_001491.2	-	CAGE_cluster_1162	867.940035772	2	11581	11581	1	11581	11581	1	NC_001491.2:11581-11581;-	TSS	0	11581	11581	11581	11581	*
