seqnames	strand	correct_tss	prime5	sample	hpi	Time	cell_line	group	count	endtype	pos	start	end
NC_001491.2	+	TRUE	45122	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	45122	45122	45122
NC_001491.2	+	TRUE	2671	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	2671	2671	2671
NC_001491.2	+	TRUE	79163	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	79163	79163	79163
NC_001491.2	+	TRUE	86937	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	86937	86937	86937
NC_001491.2	-	TRUE	119700	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	119700	119700	119700
NC_001491.2	-	TRUE	124857	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	124857	124857	124857
NC_001491.2	+	TRUE	87487	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	87487	87487	87487
NC_001491.2	-	TRUE	98105	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	98105	98105	98105
NC_001491.2	+	TRUE	20082	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	20082	20082	20082
NC_001491.2	+	TRUE	13589	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	13589	13589	13589
NC_001491.2	+	TRUE	77594	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	77594	77594	77594
NC_001491.2	+	TRUE	14094	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	14094	14094	14094
NC_001491.2	-	TRUE	48506	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	48506	48506	48506
NC_001491.2	+	TRUE	77507	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	77507	77507	77507
NC_001491.2	+	TRUE	2478	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	2478	2478	2478
NC_001491.2	+	TRUE	8644	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	8644	8644	8644
NC_001491.2	-	TRUE	5722	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	5722	5722	5722
NC_001491.2	+	TRUE	90944	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	90944	90944	90944
NC_001491.2	-	TRUE	76454	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	76454	76454	76454
NC_001491.2	+	TRUE	16091	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	16091	16091	16091
NC_001491.2	+	TRUE	16187	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	16187	16187	16187
NC_001491.2	-	TRUE	83950	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	83950	83950	83950
NC_001491.2	+	TRUE	80965	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	80965	80965	80965
NC_001491.2	+	TRUE	19913	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	19913	19913	19913
NC_001491.2	-	TRUE	71121	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	71121	71121	71121
NC_001491.2	+	TRUE	86931	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	86931	86931	86931
NC_001491.2	+	TRUE	128366	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	128366	128366	128366
NC_001491.2	+	TRUE	129599	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	129599	129599	129599
NC_001491.2	+	TRUE	89151	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	89151	89151	89151
NC_001491.2	-	TRUE	28969	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	28969	28969	28969
NC_001491.2	-	TRUE	81237	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	81237	81237	81237
NC_001491.2	+	TRUE	50147	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	50147	50147	50147
NC_001491.2	+	TRUE	15263	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	15263	15263	15263
NC_001491.2	+	TRUE	100159	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	100159	100159	100159
NC_001491.2	+	TRUE	94429	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	94429	94429	94429
NC_001491.2	+	TRUE	72820	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	72820	72820	72820
NC_001491.2	+	TRUE	2674	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	2674	2674	2674
NC_001491.2	-	TRUE	69056	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	69056	69056	69056
NC_001491.2	+	TRUE	2673	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	2673	2673	2673
NC_001491.2	-	TRUE	133780	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	133780	133780	133780
NC_001491.2	+	TRUE	77606	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	77606	77606	77606
NC_001491.2	-	TRUE	55168	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	55168	55168	55168
NC_001491.2	+	TRUE	18050	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	18050	18050	18050
NC_001491.2	-	TRUE	10816	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	10816	10816	10816
NC_001491.2	-	TRUE	124473	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	124473	124473	124473
NC_001491.2	+	TRUE	64882	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	64882	64882	64882
NC_001491.2	+	TRUE	69019	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	69019	69019	69019
NC_001491.2	+	TRUE	92600	EHV1_cage_B			RK-13	EHV1_cage_B	5	prime5	92600	92600	92600
NC_001491.2	-	TRUE	108731	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	108731	108731	108731
NC_001491.2	+	TRUE	58534	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	58534	58534	58534
NC_001491.2	+	TRUE	70673	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	70673	70673	70673
NC_001491.2	+	TRUE	86363	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	86363	86363	86363
NC_001491.2	-	TRUE	69053	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	69053	69053	69053
NC_001491.2	+	TRUE	89161	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	89161	89161	89161
NC_001491.2	-	TRUE	98418	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	98418	98418	98418
NC_001491.2	+	TRUE	23079	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	23079	23079	23079
NC_001491.2	+	TRUE	64158	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	64158	64158	64158
NC_001491.2	+	TRUE	12641	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	12641	12641	12641
NC_001491.2	-	TRUE	65066	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	65066	65066	65066
NC_001491.2	+	TRUE	44388	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	44388	44388	44388
NC_001491.2	+	TRUE	69796	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	69796	69796	69796
NC_001491.2	+	TRUE	55257	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	55257	55257	55257
NC_001491.2	+	TRUE	129212	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	129212	129212	129212
NC_001491.2	-	TRUE	118133	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	118133	118133	118133
NC_001491.2	-	TRUE	25723	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	25723	25723	25723
NC_001491.2	-	TRUE	111643	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	111643	111643	111643
NC_001491.2	+	TRUE	90659	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	90659	90659	90659
NC_001491.2	+	TRUE	78104	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	78104	78104	78104
NC_001491.2	+	TRUE	129053	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	129053	129053	129053
NC_001491.2	+	TRUE	64053	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	64053	64053	64053
NC_001491.2	-	TRUE	112476	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	112476	112476	112476
NC_001491.2	-	TRUE	12734	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	12734	12734	12734
NC_001491.2	+	TRUE	70211	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	70211	70211	70211
NC_001491.2	+	TRUE	50516	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	50516	50516	50516
NC_001491.2	-	TRUE	93651	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	93651	93651	93651
NC_001491.2	-	TRUE	14710	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	14710	14710	14710
NC_001491.2	+	TRUE	122000	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	122000	122000	122000
NC_001491.2	+	TRUE	78791	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	78791	78791	78791
NC_001491.2	+	TRUE	121922	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	121922	121922	121922
NC_001491.2	+	TRUE	86903	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	86903	86903	86903
NC_001491.2	-	TRUE	93233	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	93233	93233	93233
NC_001491.2	+	TRUE	15086	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	15086	15086	15086
NC_001491.2	-	TRUE	29621	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	29621	29621	29621
NC_001491.2	-	TRUE	72867	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	72867	72867	72867
NC_001491.2	-	TRUE	108762	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	108762	108762	108762
NC_001491.2	+	TRUE	100028	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	100028	100028	100028
NC_001491.2	-	TRUE	125230	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	125230	125230	125230
NC_001491.2	-	TRUE	94225	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	94225	94225	94225
NC_001491.2	+	TRUE	88302	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	88302	88302	88302
NC_001491.2	-	TRUE	2536	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	2536	2536	2536
NC_001491.2	+	TRUE	19711	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	19711	19711	19711
NC_001491.2	+	TRUE	119532	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	119532	119532	119532
NC_001491.2	+	TRUE	133429	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	133429	133429	133429
NC_001491.2	+	TRUE	56341	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	56341	56341	56341
NC_001491.2	+	TRUE	85176	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	85176	85176	85176
NC_001491.2	-	TRUE	117479	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	117479	117479	117479
NC_001491.2	+	TRUE	59996	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	59996	59996	59996
NC_001491.2	+	TRUE	81229	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	81229	81229	81229
NC_001491.2	-	TRUE	52452	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	52452	52452	52452
NC_001491.2	+	TRUE	19110	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	19110	19110	19110
NC_001491.2	+	TRUE	33903	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	33903	33903	33903
NC_001491.2	-	TRUE	12077	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	12077	12077	12077
NC_001491.2	+	TRUE	80250	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	80250	80250	80250
NC_001491.2	-	TRUE	12345	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	12345	12345	12345
NC_001491.2	-	TRUE	124595	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	124595	124595	124595
NC_001491.2	-	TRUE	124885	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	124885	124885	124885
NC_001491.2	-	TRUE	88380	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	88380	88380	88380
NC_001491.2	-	TRUE	89027	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	89027	89027	89027
NC_001491.2	+	TRUE	86661	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	86661	86661	86661
NC_001491.2	+	TRUE	80818	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime5	80818	80818	80818
NC_001491.2	-	TRUE	8652	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	8652	8652	8652
NC_001491.2	+	TRUE	109236	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	109236	109236	109236
NC_001491.2	+	TRUE	98403	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	98403	98403	98403
NC_001491.2	-	TRUE	135399	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	135399	135399	135399
NC_001491.2	-	TRUE	12264	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	12264	12264	12264
NC_001491.2	+	TRUE	81900	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	81900	81900	81900
NC_001491.2	+	TRUE	90621	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	90621	90621	90621
NC_001491.2	+	TRUE	96100	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	96100	96100	96100
NC_001491.2	+	TRUE	121426	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	121426	121426	121426
NC_001491.2	+	TRUE	24577	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	24577	24577	24577
NC_001491.2	+	TRUE	11637	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	11637	11637	11637
NC_001491.2	+	TRUE	6468	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	6468	6468	6468
NC_001491.2	+	TRUE	64581	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	64581	64581	64581
NC_001491.2	-	TRUE	11522	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	11522	11522	11522
NC_001491.2	+	TRUE	64580	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	64580	64580	64580
NC_001491.2	-	TRUE	121830	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	121830	121830	121830
NC_001491.2	-	TRUE	124920	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	124920	124920	124920
NC_001491.2	+	TRUE	118881	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	118881	118881	118881
NC_001491.2	+	TRUE	119375	EHV1_cage_B			RK-13	EHV1_cage_B	5	prime5	119375	119375	119375
NC_001491.2	+	TRUE	44060	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	44060	44060	44060
NC_001491.2	-	TRUE	48268	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	48268	48268	48268
NC_001491.2	-	TRUE	33114	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	33114	33114	33114
NC_001491.2	+	TRUE	119464	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	119464	119464	119464
NC_001491.2	+	TRUE	118935	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	118935	118935	118935
NC_001491.2	-	TRUE	10819	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	10819	10819	10819
NC_001491.2	+	TRUE	81313	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	81313	81313	81313
NC_001491.2	+	TRUE	135916	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	135916	135916	135916
NC_001491.2	-	TRUE	66799	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	66799	66799	66799
NC_001491.2	+	TRUE	128335	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	128335	128335	128335
NC_001491.2	-	TRUE	108538	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	108538	108538	108538
NC_001491.2	-	TRUE	66560	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	66560	66560	66560
NC_001491.2	-	TRUE	48298	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	48298	48298	48298
NC_001491.2	-	TRUE	9048	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	9048	9048	9048
NC_001491.2	+	TRUE	69838	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	69838	69838	69838
NC_001491.2	-	TRUE	3584	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	3584	3584	3584
NC_001491.2	-	TRUE	104952	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	104952	104952	104952
NC_001491.2	-	TRUE	45629	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	45629	45629	45629
NC_001491.2	-	TRUE	47102	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	47102	47102	47102
NC_001491.2	+	TRUE	79306	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	79306	79306	79306
NC_001491.2	+	TRUE	89152	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	89152	89152	89152
NC_001491.2	+	TRUE	119558	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	119558	119558	119558
NC_001491.2	-	TRUE	111331	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	111331	111331	111331
NC_001491.2	+	TRUE	31685	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	31685	31685	31685
NC_001491.2	-	TRUE	7160	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	7160	7160	7160
NC_001491.2	+	TRUE	58602	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	58602	58602	58602
NC_001491.2	-	TRUE	8255	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	8255	8255	8255
NC_001491.2	-	TRUE	76458	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	76458	76458	76458
NC_001491.2	-	TRUE	37359	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	37359	37359	37359
NC_001491.2	-	TRUE	119420	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	119420	119420	119420
NC_001491.2	-	TRUE	106943	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	106943	106943	106943
NC_001491.2	-	TRUE	7535	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	7535	7535	7535
NC_001491.2	+	TRUE	104003	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	104003	104003	104003
NC_001491.2	+	TRUE	15284	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	15284	15284	15284
NC_001491.2	+	TRUE	46122	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	46122	46122	46122
NC_001491.2	+	TRUE	34804	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	34804	34804	34804
NC_001491.2	+	TRUE	84073	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	84073	84073	84073
NC_001491.2	-	TRUE	35022	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	35022	35022	35022
NC_001491.2	-	TRUE	88930	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	88930	88930	88930
NC_001491.2	-	TRUE	108333	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	108333	108333	108333
NC_001491.2	-	TRUE	66260	EHV1_cage_B			RK-13	EHV1_cage_B	4	prime5	66260	66260	66260
NC_001491.2	-	TRUE	106226	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	106226	106226	106226
NC_001491.2	+	TRUE	16417	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	16417	16417	16417
NC_001491.2	-	TRUE	106137	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	106137	106137	106137
NC_001491.2	+	TRUE	19749	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	19749	19749	19749
NC_001491.2	+	TRUE	41139	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	41139	41139	41139
NC_001491.2	-	TRUE	48285	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	48285	48285	48285
NC_001491.2	-	TRUE	120126	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	120126	120126	120126
NC_001491.2	-	TRUE	48215	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	48215	48215	48215
NC_001491.2	+	TRUE	126874	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	126874	126874	126874
NC_001491.2	+	TRUE	135450	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	135450	135450	135450
NC_001491.2	+	TRUE	55947	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	55947	55947	55947
NC_001491.2	-	TRUE	47721	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	47721	47721	47721
NC_001491.2	+	TRUE	92633	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	92633	92633	92633
NC_001491.2	+	TRUE	36687	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	36687	36687	36687
NC_001491.2	-	TRUE	111065	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	111065	111065	111065
NC_001491.2	-	TRUE	65986	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	65986	65986	65986
NC_001491.2	-	TRUE	22033	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	22033	22033	22033
NC_001491.2	+	TRUE	90784	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	90784	90784	90784
NC_001491.2	-	TRUE	31289	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	31289	31289	31289
NC_001491.2	+	TRUE	133774	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	133774	133774	133774
NC_001491.2	-	TRUE	84090	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	84090	84090	84090
NC_001491.2	+	TRUE	99862	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	99862	99862	99862
NC_001491.2	+	TRUE	50477	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	50477	50477	50477
NC_001491.2	+	TRUE	51152	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	51152	51152	51152
NC_001491.2	-	TRUE	76275	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	76275	76275	76275
NC_001491.2	-	TRUE	31362	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	31362	31362	31362
NC_001491.2	-	TRUE	33183	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	33183	33183	33183
NC_001491.2	+	TRUE	128275	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	128275	128275	128275
NC_001491.2	-	TRUE	126355	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	126355	126355	126355
NC_001491.2	-	TRUE	106441	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	106441	106441	106441
NC_001491.2	+	TRUE	121987	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	121987	121987	121987
NC_001491.2	+	TRUE	72662	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	72662	72662	72662
NC_001491.2	+	TRUE	122222	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	122222	122222	122222
NC_001491.2	-	TRUE	96360	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	96360	96360	96360
NC_001491.2	-	TRUE	52446	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	52446	52446	52446
NC_001491.2	+	TRUE	121938	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	121938	121938	121938
NC_001491.2	-	TRUE	5955	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	5955	5955	5955
NC_001491.2	-	TRUE	35223	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	35223	35223	35223
NC_001491.2	-	TRUE	117477	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	117477	117477	117477
NC_001491.2	+	TRUE	56550	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	56550	56550	56550
NC_001491.2	+	TRUE	103850	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	103850	103850	103850
NC_001491.2	+	TRUE	90633	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	90633	90633	90633
NC_001491.2	+	TRUE	36027	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	36027	36027	36027
NC_001491.2	+	TRUE	87237	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	87237	87237	87237
NC_001491.2	-	TRUE	44174	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	44174	44174	44174
NC_001491.2	-	TRUE	128114	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	128114	128114	128114
NC_001491.2	+	TRUE	19659	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	19659	19659	19659
NC_001491.2	-	TRUE	28942	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	28942	28942	28942
NC_001491.2	-	TRUE	108315	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	108315	108315	108315
NC_001491.2	-	TRUE	52743	EHV1_cage_B			RK-13	EHV1_cage_B	2	prime5	52743	52743	52743
NC_001491.2	+	TRUE	87978	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	87978	87978	87978
NC_001491.2	-	TRUE	62509	EHV1_cage_B			RK-13	EHV1_cage_B	3	prime5	62509	62509	62509
NC_001491.2	-	TRUE	52251	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	52251	52251	52251
NC_001491.2	+	TRUE	130036	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	130036	130036	130036
NC_001491.2	+	TRUE	87974	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	87974	87974	87974
NC_001491.2	-	TRUE	129945	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	129945	129945	129945
NC_001491.2	-	TRUE	22611	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	22611	22611	22611
NC_001491.2	+	TRUE	50893	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	50893	50893	50893
NC_001491.2	-	TRUE	106202	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	106202	106202	106202
NC_001491.2	-	TRUE	53201	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	53201	53201	53201
NC_001491.2	+	TRUE	26563	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	26563	26563	26563
NC_001491.2	-	TRUE	102584	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	102584	102584	102584
NC_001491.2	+	TRUE	90551	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	90551	90551	90551
NC_001491.2	+	TRUE	81915	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	81915	81915	81915
NC_001491.2	-	TRUE	37356	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	37356	37356	37356
NC_001491.2	+	TRUE	44748	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	44748	44748	44748
NC_001491.2	+	TRUE	113687	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	113687	113687	113687
NC_001491.2	-	TRUE	43604	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	43604	43604	43604
NC_001491.2	-	TRUE	107010	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	107010	107010	107010
NC_001491.2	-	TRUE	25729	EHV1_cage_B			RK-13	EHV1_cage_B	1	prime5	25729	25729	25729
