contig	source	feature	start	end	score	strand	frame	info	method	12h-1	12h-2	12h-3	18h-1	18h-2	18h-3	1h_1	1h_2	1h_3	24h-1	24h-2	24h-3	2h_1	2h_2	2h_3	48h-1	48h-2	48h-3	4h-1	4h-2	4h-3	6h-1	6h-2	6h-3	8h-1	8h-2	8h-3
NC_001491.2	LoRTIA	intron	74386	74439	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	149442	149788	2	.	.		18h-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121073	121286	2	+	.	GT/AG	18h-2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121069	121315	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
NC_001491.2	LoRTIA	intron	118929	119060	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103770	105526	10	+	.	GT/AG	18h-2	0	0	0	0	10	0	0	0	0	16	9	8	0	0	0	49	43	51	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103009	103134	3	+	.	GT/AG	18h-2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	3	8	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	100928	102839	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	4	5	5	0	0	0	12	3	7	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	99874	100786	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	143695	144023	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141874	142087	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125235	128599	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	123856	124127	2	.	.		18h-2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	84321	87213	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	25275	26249	2	+	.	GT/AG	18h-2	0	0	0	0	2	2	0	0	0	8	2	5	0	0	0	15	16	19	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	24579	24639	4	.	.		18h-2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	5	0
NC_001491.2	LoRTIA	intron	17842	18092	2	.	.		18h-2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	11597	19537	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	8217	9509	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	6689	10681	6	+	.	GT/AG	18h-2	0	0	0	0	6	3	0	0	0	9	3	7	0	0	0	11	10	5	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32797	32869	2	.	.		18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	83325	84134	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78055	80656	2	.	.		18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74386	74585	2	+	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	38961	39019	2	.	.		18h-2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	35998	36077	4	+	.	GT/AG	18h-2	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	9	3	11	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32029	32692	2	.	.		18h-2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	144100	144231	2	-	.	GT/AG	18h-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113359	113694	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	121065	121286	3	.	.		18h-3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96697	96943	4	+	.	GT/AG	18h-3	0	0	0	0	0	4	0	0	0	31	20	26	0	0	0	128	82	82	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96572	97135	2	+	.	GT/AG	18h-3	0	0	0	0	0	2	0	0	0	16	8	9	0	0	0	31	47	44	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	94430	94478	2	+	.	GT/AG	18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	94030	94259	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NC_001491.2	LoRTIA	intron	121069	121277	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141940	141988	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141885	142075	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0
NC_001491.2	LoRTIA	intron	141874	142095	3	.	.		18h-3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	130112	130471	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129950	131542	3	.	.		18h-3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21575	21643	2	-	.	GT/AG	18h-3	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	18535	19537	3	-	.	GT/AG	18h-3	0	0	0	0	0	3	0	0	0	4	0	3	0	0	0	7	4	5	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	11372	11475	3	-	.	GT/AG	18h-3	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	8	9	15	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	7729	8082	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	24584	24639	3	.	.		18h-3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77987	80656	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74386	74697	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74265	74370	2	-	.	GT/AG	18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	71635	72954	2	-	.	GT/AG	18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	69135	69239	2	.	.		18h-3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	114263	148921	2	.	.		1h_1	0	0	0	0	0	0	2	0	0	0	0	0	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	116111	147084	2	-	.	GT/AG	1h_2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	464	590	2	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	102501	102839	5	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	10	13	10	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103376	105513	15	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	15	9	12	0	0	0	40	37	41	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	102035	102839	6	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	8	5	12	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	110397	111264	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	111213	112495	3	.	.		24h-1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	94033	94263	3	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96570	96943	11	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	25	15	21	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96572	97975	12	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	38	29	42	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	96697	105513	12	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	12	10	9	0	0	0	54	34	36	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	137695	138046	3	.	.		24h-1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141845	142087	5	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	2	0	2	2	3	2	0	0	0	4	2
NC_001491.2	LoRTIA	intron	133442	134181	3	.	.		24h-1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129093	129446	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125114	125465	3	.	.		24h-1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129173	129599	4	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13410	18442	4	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	24226	24940	2	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	6	2	3	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	23579	24940	4	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	16	8	9	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	12399	13034	2	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	12196	12335	2	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	2533	2601	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	7875	9516	4	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	76802	79302	3	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77235	77916	3	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77666	77916	5	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78307	78778	4	.	.		24h-1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
NC_001491.2	LoRTIA	intron	78313	78785	4	.	.		24h-1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	83442	84175	2	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	28017	28206	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	31928	32692	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32054	32777	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32978	34009	2	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	36132	36189	2	-	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	50959	51014	2	.	.		24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	51828	52493	2	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	62391	64605	2	+	.	GT/AG	24h-1	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	6	5	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	65069	69903	3	.	.		24h-1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	5301	5920	3	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	101047	104015	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103009	105513	6	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103372	105513	6	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	24	23	22	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	104006	104226	4	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	12	14	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	104391	105526	7	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	21	29	22	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	110397	111792	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	98132	100786	6	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	12	9	15	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	84929	86437	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	98132	105526	16	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	61	50	61	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	118929	119047	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129093	129521	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129108	129461	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	141880	142051	2	+	.	AT/AC	24h-2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13742	13837	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	18248	19150	3	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	18337	18868	3	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21575	21638	3	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21816	24940	2	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	11597	18442	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	70494	70943	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74209	74883	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	74386	74440	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77666	77819	3	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	78867	83045	4	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	79053	82981	5	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	80373	83048	5	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	70136	70333	2	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32567	36095	2	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32567	35940	2	+	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	32616	32682	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	43927	45469	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	144113	144231	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	61740	64315	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	62666	63603	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	55187	55421	2	-	.	GT/AG	24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	149370	149705	2	.	.		24h-2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	72	1063	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113418	113766	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113384	113730	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	113291	113698	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	103569	103653	4	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	119662	120922	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	120211	120917	2	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	129767	129989	2	-	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	142243	142949	2	-	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	126831	128084	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	125235	127569	2	-	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13410	14528	4	-	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13657	13834	2	-	.	GC/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	13743	13837	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	21771	24940	2	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	9432	9509	2	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	11597	11988	3	-	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	149394	149742	2	.	.		24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	76802	77916	3	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	77666	79302	3	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	24695	24762	2	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_001491.2	LoRTIA	intron	29771	30001	2	+	.	GT/AG	24h-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
